PermitEntranceID,PermitEntranceType,FacilityID,PermitEntranceName,PermitEntranceDescription,District,Town,PermitEntranceAccessible,Longitude,Latitude,CreatedDate,LastUpdatedDate
334,Entry Point,233261,Eagle,This Zone is designed specifically for Eagle Lake. This is a Special Management area with designated campsites.  Access is from the Eagle Falls Trailhead.   High day use.   Reservable Quota - 3,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
335,Entry Point,233261,Maud,"This zone includes Maude Lake, The Jones Fork of Silver Creek, and Willow Flat.  Access is via the Rockbound Trail from the Rockbound Trailhead at Wrights Lake.        Reservable Quota - 6",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
336,Entry Point,233261,Rockbound Pass,This zone consists of Lake Doris which is on the eastern side of Rockbound Pass.  Access is from the Rockbound Trailhead at Wrights Lake.  Reservable Quota - 3,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
337,Entry Point,233261,Mt. Price,"This zone consists of of the southern end of the Crystal Range including Mt. Price, Pyramid Peak, and the western shore of Lake Aloha.  Trailhead access includes Lyons Creek, Twin Lakes, Rockbound and Echo Lake Trailheads. .  Reservable Quota - 6",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
338,Entry Point,233261,Half Moon,This zone includes Half Moon Lake and Alta-Morris Lake.  Access is thru the Glen Alpine Trailhead.  A section of the PCT passes thru.   Reservable Quota - 3,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
339,Entry Point,233261,Gilmore,This zone includes Gilmore Lake and Mt Tallac.  Access is thru Glen Alpine Trailhead for Gilmore Lake and  Mt. Tallac Trailhead  for Mr. Tallac.   Reservable Quota  - 9,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
34,Entry Point,233396,Bog Lake (op),"Method of travel is paddle.  Access is a 232-rod portage into the lake.  Bog Lake has four campsites, and does not provide access to other lakes.  For more information, please call the Tofte Ranger Station at 218-663-7280.",Tofte District,Isabella,false,-91.387000,47.772397,2014-05-02,2018-06-14
340,Entry Point,233261,Cathedral,"This zone features Cathedral Lake, accesible from Glen Alpine Trailhead, and Floating Island Lake, accessible from Mt. Tallac Trailhead.   Reservable Quota - 2",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
341,Entry Point,233261,Tyler,"This zone consists of Tyler Lake, Gertrude Lake and Umpa Lake and is accessible from the Twin Lakes or Rockbound Trailheads out of Wrights Lake.  Reservable Quota - 4",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
342,Entry Point,233261,Twin,"This zone includes Twin Lakes,  Island Lake and Boomerang Lake.  Access is via the Twin Lakes Trailhead.  High day use at Twin Lakes.   Reservable Quota - 10",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
343,Entry Point,233261,Aloha,"This zone includes Lake Aloha, Heather Lake, Lake Leconte, Jabu Lake, Lake Lucille and Lake Margery.   The PCT passes thru.  Access is thru the Echo Lakes Trailhead.  High day use at Lake Aloha.  Reservable Quota - 18",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
344,Entry Point,233261,Susie,This zone surrounds Susie Lake and is accessible from the Glen Alpine Trailhead.  Reservable Quota - 4,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
345,Entry Point,233261,Grass,This zone surrounds Grass Lake and is accessible from the Glen Alpine Trailhead. - Reservable Quota - 4,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
346,Entry Point,233261,Hemlock,"This zone includes Grouse Lake and Hemlock Lake,  a Special Management area with designated campsites and restoration sites.  Access is from the Twin Lakes Trailhead. High day use at Grouse Lake.   Reservable Quota - 6",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
347,Entry Point,233261,Smith,This zone surrounds Smith Lake and is accessible from the Twin Lakes Trailhead. The Grouse Lake Trail  from Hemlock Lake to Smith Lake is primitive.                        Reservable Quota - 3,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
348,Entry Point,233261,Waca,This off trail zone contains Waca Lake and Pyramid Lake.  Access is via the Echo Lakes Trailhead.    Reservable Quota - 3,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
349,Entry Point,233261,American,"This zone contains American Lake, Channel Lakes, Desolation Lake and Chain Lake.  Access to these lakes is thru the Echo Lakes Trailhead.   Reservable Quota - 5",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
35,Entry Point,233396,Little Indian Sioux SOUTH (op),"Method of travel is paddle. Difficult route. NOTE: Use EP #14 for Little Indian Sioux travel NORTH of the Echo Trail. For more information, please call the LaCroix Ranger District in Cook at 218-666-0020.",LaCroix District,Cook,false,-92.207740,48.142710,2014-05-02,2018-06-14
350,Entry Point,233261,Tamarack,"This zone includes Tamarack Lake, Ralston Lake, and Cagwin Lake. This zone is accessible out of Echo Lakes Trailhead.  High day use at Tamarack lake.              Reservable Quota - 10",Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
351,Entry Point,233261,Pacific Crest Trail,Pacific Crest Trail,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
352,Entry Point,233261,Tahoe Rim Trail,Tahoe Rim Trail,Desolation Wilderness,,false,0.000000,0.000000,2014-05-02,2018-06-14
353,Permit Area,234770,Obsidian Area,Obsidian Limited Entry Area is within the Three Sisters Wilderness.,Three Sisters Wilderness,,false,-121.871944,44.204167,2014-05-02,2018-06-14
354,Boat Launch,249987,Bowman Bridge to Upper Branch,"Segment  2 includes Bowman Bridge, Rainbow Rapids, Sulak (State), and Upper Branch Bridge",,,false,0.000000,0.000000,2014-05-02,2018-06-14
355,Boat Launch,249987,Upper Branch to Indian Bridge,"Segment 3 includes Upper Branch Bridge, Walhalla Bridge (State), and Indian Bridge",,,false,0.000000,0.000000,2014-05-02,2018-06-14
356,Boat Launch,249987,Forks to Bowman Bridge,"Segment 1 includes Forks Landing (State), M-37 (State), Green Cottage, Gleasons Landing, and Bowman Bridge",,,false,0.000000,0.000000,2014-05-02,2018-06-14
357,01 Jackson Lake,249986,JL08,"This site is most often accessed by boat, although occasionally hikers access it from the Leigh Lake trailhead.  This route does require some bushwacking through dense forest. It has two bear boxes which can each accommodate one typically sized cooler.  Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
358,01 Jackson Lake,249986,JL09,This is a boat in only site. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
359,Non Zone South,249986,PSS27,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
36,Entry Point,233396,Stuart River (op),"Method of travel is paddle. Access is a 480 rod portage to the Stuart River.  For more information, please contact the Kawishiwi Ranger Station in Ely at 218-365-7561.",Kawishiwi District,Ely,false,-91.989000,48.095000,2014-05-02,2018-06-14
360,01 Jackson Lake,249986,JL06,This is a boat in only site. It has two bear boxes which each can accommodate one typically sized cooler. Do not bring more food than can fit in the bear boxes. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
361,04 Mountain Group Sites,249986,MGS8,Group Site in lower portion of South Fork Cascade Camping Zone. These group sites have bear boxes for food storage.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
362,Non Zone South,249986,PSS26,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
363,01 Jackson Lake,249986,JL12,"For information regarding the walk-in availability for this site, please call the park at: (307)739-3309.This site is currently still available for advanced reservations in May, September & October.This site can be accessed via a half mile hike from the Teton Park Road, or by boat. It has two bear boxes which can each accommodate one typically sized cooler. Do not bring more food than can fit in the bear boxes.  All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
364,01 Jackson Lake,249986,JL10,This site can be accessed by vehicle or boat.  It has bear boxes as well as pit toilets. Do not bring more food than you can store in the bear boxes or in your vehicle. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
365,01 Jackson Lake,249986,JL05,This is a boat in only site. It has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box. All Jackson Lake campsites require packing out solid human waste.  This site has a fire grate which allows campfires unless restricted under high fire danger.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
366,02 Leigh Lake,249986,LL01,"Two small sites on east side of Leigh Lake.   Large sandy beach with shallow water for swimming. Non-motorized boat accessible, or two mile hike in. Has a bear box which can accommodate one typically sized cooler. Do not bring more food than can fit in the bear box.  This site has a fire grate which allows campfires unless restricted under high fire danger.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
367,Non Zone South,249986,PSS3,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
368,Non Zone South,249986,PSS4,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
369,Non Zone South,249986,PSS6,Designated as walk-up only for use during the summer months.,,,false,0.000000,0.000000,2014-05-02,2018-06-14
37,Entry Point,233396,Border Route Trail (east) (oh),"Method of travel is hiking. 53 mile hiking trail. Shorter options available. For more information, please call the Gunflint Ranger Station in Grand Marais at (218)387-1750.",Gunflint District,Grand Marais,false,-90.058889,48.043611,2014-05-02,2018-06-14
370,07 Meadows-Platforms,249986,GC6,"Lowest camping zone in Garnet Canyon.  Can access all the Garnet Canyon area peaks from here, but closest to Nez Perce. This zone has a shared bear box for food storage.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
371,Entry Point,250014,"Deerlodge Park, Yampa River","The Yampa River begins at Deerlodge Park and rushes downstream 44-miles to join the Green River at Echo Park. The Yampa is the largest unregulated tributary within the Colorado River system. As such, it has a shorter season marked by fluctuations in water level resulting from snow received over the winter. It is characterized by such famous rapids as Teepee, Big Joe and Warm Springs. At Echo Park, all boaters continue downstream on the Green River through the 17 miles of Whirlpool Canyon, named because of the squirrelly and unpredictable water and numerous class II-III rapids. Emerging from Whirlpool Canyon, boaters meander through the six miles of Island and Rainbow Parks, completing the trip in nine rushing miles through Split Mountain, a canyon punctuated by four named rapids: Moonshine, SOB, Schoolboy, and Inglesby, before reaching the take-out at the Split Mountain boat ramp.",,,false,-108.511944,40.446389,2014-05-02,2018-06-14
375,Entry Point,234644,Main Entrance,Main Entrance,,,false,0.000000,0.000000,2014-05-02,2018-06-14
376,Boat Launch,234622,Salmon River,"Located in central Idaho in the heart of the Frank Church River of No Return Wilderness (FC-RONRW), lies the 80 mile Wild section of the Salmon River. This section traverses the state of Idaho from east to west and was the water way that Lewis and Clark sought to the Pacific, but found unnavigable. The Salmon River lies within the FCRONR and is also bordered by the Selway Bitterroot Wilderness and Gospel Hump Wilderness. It is managed by the Salmon-Challis National Forest under the less restrictive Wild and Scenic Rivers Act allowing for a variety of different user types.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
377,Boat Launch,234623,Middle Fork of the Salmon,"The Middle Fork of the Salmon River is 104 miles of free-flowing wild & scenic river in the heart of the Frank Church River of No Return Wilderness. The Middle Fork is a non-motorized floating experience, with many technical Class III and IV rapids, and is known for its scenic beauty and crystal clear whitewater. Originating 20 miles northwest of Stanley, Idaho, the Middle Fork flows northeast through the remote and rugged mountains of Central Idaho, and was one of the original eight rivers in the nation designated as Wild and Scenic on October 2, 1968. The Middle Fork is administered by the Forest Service under a permit system to protect the resource and the experience from over-use.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
378,Boat Launch,234624,Selway River,"The Selway River flowing for 47 miles through the heart of the Selway-Bitterroot Wilderness was the only river in the U.S. that received instant inclusion to both the Wilderness Preservation System and the Wild and Scenic River System as a wild river. A unique characteristic of the Selway River is that over a very short distance the river substantially increases in flow volume with each major tributary, dropping an average of 28 feet per mile, creating a technical whitewater experience to challenge even expert boaters.  Immediately below the confluence with Moose Creek, the increased gradient of 50 feet per mile combined with a major increased volume of flow creates an extremely demanding technical section of the river.  Numerous exposed and barely submerged rocks, and stretches of unbroken whitewater with few quiet recovery pools, require a high level of skill and expertise.",,,false,0.000000,0.000000,2014-05-02,2018-06-14
379,Boat Launch,234625,Snake River,"Hells Canyon National Recreation Area (HCNRA) straddles the Snake River, forming the boundary between Idaho and Oregon. The 652,488-acre recreation area was created by an act of Congress in 1975. Although the HCNRA includes portions of the Nez Perce, Payette, and Wallowa-Whitman National Forests, it is managed by the Wallowa-Whitman National Forest. The Hells Canyon Wilderness comprises nearly 215,000 acres within the HCNRA. About 67.5 miles of the Snake River in Hells Canyon National Recreation Area were designated in 1975 as a component of the National Wild and Scenic Rivers System. Here, the river is managed to preserve its free-flowing character and unique environment while providing for continued public use. The outstanding remarkable values for which the river was designated include: scenic, recreation, geologic, wildlife, fisheries, and cultural resources (historic & prehistoric).",,,false,0.000000,0.000000,2014-05-02,2018-06-14
38,Entry Point,233396,Snowbank Lake (dm),"Method of travel is day use motor. 25 h.p. motor limit. For more information, please contact the Kawishiwi Ranger Station in Ely at 218-365-7561.",Kawishiwi District,Ely,false,-91.432290,47.977778,2014-05-02,2018-06-14
380,Entry Point,250014,"Gates of Lodore, Green River","The 44-mile run down the Green River from the Gates of Lodore to Split Mountain is different today than in Powells time, largely because of the dam at Flaming Gorge which regulates the flow. This allows for a longer rafting season, but one that is less affected by spring run-off. There are many rapids, well-spaced as in most pool-drop rivers and plenty of beautiful riverside campsites and hikes. Lush surroundings provide habitat for birds, deer and elk, bears, bighorn sheep and mountain lions. Throughout, the view is dominated by the almost 2,000 feet high red cliffs. The Yampa River joins the Green at Echo Park, seasonally increasing the water volume of the Green. Whirlpool Canyon makes up the 17-miles from Echo Park to Island and Rainbow Parks. Continuing downstream, Split Mountain Canyon rushes nine miles swiftly downstream, punctuated by four rapids: Moonshine, SOB, Schoolboy, and Inglesby, before reaching the take-out at the Split Mountain boat ramp.",,,false,-108.887778,40.727500,2014-05-02,2018-06-14
381,Campsite,250003,Panhandle Camp,"Located along the Lakes Trail #211, beside a tranquil mountain lake. Located at an elevation of 4,522 feet. These lakes support Eastern Brook Trout.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.120000,-46.332222,2014-05-02,2018-06-14
382,Campsite,250003,Ridge Camp,"Located along the Coldwater trail #230 at an elevation of 4,020 feet. Near the camp there are views of Coldwater Lake, Minnie Peak, and Coldwater Creek Canyon.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.147778,-46.312500,2014-05-02,2018-06-14
383,Campsite,250003,Margaret Camp,"Located along the Boundary Trail # 1 at 5,400 in elevation. At or near each camp there are stunning views of the Spirit Lake Basin, Mount St. Helens, and the rugged peaks of the Mount Margaret Backcountry.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.147778,-46.312500,2014-05-02,2018-06-14
384,Campsite,250003,Obscurity Camp,"Located along the Lakes Trail #211, beside a tranquil mountain lake. Located at an elevation of 4,365 feet. These lakes support Eastern Brook Trout.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.111111,-46.332500,2014-05-02,2018-06-14
385,Campsite,250003,Snow Camp,"Located along the Lakes Trail #211, beside a tranquil mountain lake. Located at an elevation of 4,723 feet. These lakes support Eastern Brook Trout.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.151944,-45.332500,2014-05-02,2018-06-14
386,Campsite,250003,Bear Camp,"Located along the Boundary trail #1 at elevation of 5,400 feet. At or near this camp there are stunning views of the Spirit Lake basin, Mount St. Helens, and the rugged peaks of the Mount Margaret Backcountry.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.121389,-46.315556,2014-05-02,2018-06-14
387,Campsite,250003,Dome Camp,"Located along the Boundary Trail # 1 at 5400 in elevation. At or near each camp there are stunning views of the Spirit Lake Basin, Mount St. Helens, and the rugged peaks of the Mount Margaret Backcountry.  Water is available from a small spring North of the boundary trail.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.152222,-46.313056,2014-05-02,2018-06-14
388,Campsite,250003,Shovel Camp,"Located along the Lakes Trail #211, beside a tranquil mountain lake. Located at an elevation of 4,691 feet. These lakes support Eastern Brook Trout.",Mt St. Helens National Volcanic Monument,"Toutle, WA",false,-122.134167,-46.332778,2014-05-02,2018-06-14
389,Backcountry Lakes,249981,B13,Peary Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors are not required to reserve the Peary Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_pearylake_72783.html target=_blank>here</a>.,Backcountry,International Falls,false,-92.769444,-48.523889,2014-05-02,2018-06-14
39,Entry Point,233396,Norway Trail (oh),"Method of travel is hiking. 8 miles of hiking trail or 2 mile option. No loop options. For more information, please call the LaCroix Ranger District in Cook at 218-666-0020.",LaCroix District,Cook,false,-92.285440,48.121650,2014-05-02,2018-06-14
390,"Large Campsite, 4 Tent Pads",249981,K1,"Bald Rock (K1) is a large campsite with a sand landing and one-sided dock that measures 4x20. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x13, 12x12, 12x12, 11x11.",Kabetogama,Kabetogama,false,-92.886667,-48.449722,2014-05-02,2018-06-14
391,"Small Campsite, 2 Tent Pads",249981,S4,"Burnt Island (S4) is a small campsite with a dock that measures 8x20. This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 12x12, 12x12.",Sand Point Lake,Crane Lake,false,-92.460556,-48.402222,2014-05-02,2018-06-14
392,"Large Campsite, 4 Tent Pads",249981,S3,"Browns Bay View (S3) is a large campsite with a dock that measures 4 x 20. The site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4  bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 12x12, 12x12, 14x14, 12x11.",Sand Point Lake,Crane Lake,false,-92.548056,-48.377500,2014-05-02,2018-06-14
393,"Large Campsite, 4 Tent Pads",249981,K5,"C. Vic Linsten (K5) is a large campsite with a sand landing. This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x136, 13x13.",Kabetogama,Kabetogama,false,-92.998333,-48.493889,2014-05-02,2018-06-14
394,"Large Campsite, 4 Tent Pads",249981,R62,"Krantz Point (R62) is a large campsite with a dock that measures 8x42.  This site has 1 vault toilet with a privy screen, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measures 14x14, 14x14, 14x14,16x16.",West Rainy,International Falls,false,-93.001944,-48.595278,2014-05-02,2018-06-14
395,Backcountry Lakes,249981,B8 B19,Little Shoepack and Shoepack Lakes are located in the Backcountry of the Kabetogama Peninsula. Visitors must reserve the Little Shoepack/Shoepack Lake canoe to reach these campsites. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_shoepacklake_72783.html target=_blank>here</a>.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>,Backcountry,Kabetogama/Ash River,false,-92.873611,-48.490833,2014-05-02,2018-06-14
396,Backcountry Lakes,249981,B5,Cruiser Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors are not required to reserve the Cruiser Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_cruiserlake_72783.html target=_blank>here</a>.<p><b>The canoe and or rowboat associated with this site is not available for use during the low use season.</b>,Backcountry,International Falls,false,-92.801667,-48.499167,2014-05-02,2018-06-14
397,"Small Campsite, 2 Tent Pads",249981,R91,"Kempton Entrance East (R91) is a small campsite with a dock that measures 8 x 20.  This site has 1 vault toilet with a privy screen, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.",East Rainy,International Falls,false,-92.882500,-48.556944,2014-05-02,2018-06-14
398,Backcountry Lakes,249981,B11,Loiten Lake is located in the Backcountry of the Kabetogama Peninsula. Visitors must reserve the Loiten Lake canoe to reach this campsite. For more information click <a href=http://www.recreation.gov/marketing.do?goto=/permitgeneralrules_loitenlake_72783.html target=_blank>here</a>.,Backcountry,Kabetogama/Ash River,false,-92.918611,-48.525278,2014-05-02,2018-06-14
399,"Small Campsite, 2 Tent Pads",249981,K25,"Peterson Point (K25) is a small campsite with a dock that measures 4x20.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 13x13, 12x12.",Kabetogama,Kabetogama,false,-92.822778,-48.441111,2014-05-02,2018-06-14
4,Entry Point,233396,Brule Lake Trail (oh),"Method of travel is hiking. Trailhead is on Forest Road 326, one third of a mile south of the Brule Lake parking lot. Park at Brule Lake. Total trail distance 7 miles.  Connects with Brule Lake Trail; access to Eagle Mountain.  For more information, please call the Gunflint Ranger Station at 218-387-1750.",Gunflint District,Grand Marais,false,-90.654450,47.910870,2014-05-02,2018-06-14
40,Entry Point,233396,Little Indian Sioux NORTH (op),"Method of travel is paddle. Access is a 40-rod portage heading north from the Echo Trail to the river. Many trip options with additional portages. For more information, please call the LaCroix Ranger District in Cook at 218-666-0020.",LaCroix District,Cook,false,-92.210200,48.145720,2014-05-02,2018-06-14
400,"Large Campsite, 4 Tent Pads",249981,R63,"Loon Bay (R63) is a large campsite with a dock that measures 8x40.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14,14x14.",West Rainy,International Falls,false,-93.072500,-48.600000,2014-05-02,2018-06-14
401,"Large Campsite, 4 Tent Pads",249981,S10,"King Pin (S10) is a large campsite with a dock that measures 8x8.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 12x12, 14x14, 12x116, 10x10.",Sand Point Lake,Crane Lake,false,-92.490000,-48.380833,2014-05-02,2018-06-14
402,"Small Campsite, 2 Tent Pads",249981,K11,"Happy Landing (K11) is a small campsite with a dock that measures 4x20.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and  has two 14x14 tent pads.",Kabetogama,Kabetogama,false,-93.062778,-48.506944,2014-05-02,2018-06-14
403,"Large Campsite, 4 Tent Pads",249981,K8,"Eks Bay (K8) is a large campsite with a sand landing.  This site has 1 vault toilet, 2 picnic tables, 1 fire ring, 4 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 4 tent pads that measure 14x14, 14x14, 14x14, 14x136.",Kabetogama,Kabetogama,false,-92.848889,-48.469444,2014-05-02,2018-06-14
404,"Small Campsite, 2 Tent Pads",249981,R13,"Fish Camp Island (R13) is a small campsite with a sand landing.  This site has 1 vault toilet, 1 picnic table, 1 fire ring, 2 bear-proof food lockers that measure 52w x 36 d x 21 h each, and 2 tent pads that measure 14x14, 14x14.",East Rainy,International Falls,false,-92.647500,-48.528889,2014-05-02,2018-06-14
405,Backcountry Lakes,249981,B18,"This trailhead is located east of Anderson Bay, Rainy Lake. Look for the trailhead sign once you enter this small unnamed bay.  Follow the trail .1-mile to the campsite - located on the east side of Ryan Lake.  There is no canoe associated with this campsite. This site has 1 tent pad, fire ring, bear pole, and privy.",Backcountry,Kabetogama/Ash River,false,-92.705556,-48.518611,2014-05-02,2018-06-14
406,Entry Point,233260,JM34.5MWZ,"Day use can be by any route in the Mt Whitney Zone, for one day only. (midnight to midnight). A day use permit allows your choice of routes, including the Mt. Whitney trail and North Fork of Lone Pine Creek trail (access to climbing routes like Mountaineers Route, East Face and East Buttress and Mt Russell).Consecutive day use permits are not allowed. If a trip is more than one calendar date an Overnight permit is required. A day use permit cannot be used as part of an overnight trip to pass through the Mt Whitney Zone.",John Muir,Lone Pine - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
407,Trailhead,233260,AA05,Exit Only,Ansel Adams,June Lake,false,0.000000,0.000000,2014-05-02,2018-06-14
408,Trailhead,233260,JM01,Exit Only,John Muir,Mammoth Lakes - John Muir,false,0.000000,0.000000,2014-05-02,2018-06-14
409,Trailhead,233260,JM04,Exit Only,John Muir,Crowley Lake,false,0.000000,0.000000,2014-05-02,2018-06-14
41,Entry Point,233396,"From Farm Lake (op,om)",Method of travel is paddle or motor. Motor use OR possession on South Farm Lake requires an overnight motor permit (25 h.p. maximum).  Paddlers access North Kawishiwi from Farm Lake.  Contact the Kawishiwi Ranger Station in Ely at 218-365-7561.,Kawishiwi District,Ely,false,-91.737778,47.891111,2014-05-02,2018-06-14
410,Trailhead,233260,JM08,Exit Only,John Muir,Toms Place,false,0.000000,0.000000,2014-05-02,2018-06-14
411,Trailhead,233260,JM11,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
412,Trailhead,233260,JM23,Exit Only,John Muir,Big Pine,false,0.000000,0.000000,2014-05-02,2018-06-14
413,Trailhead,233260,JM26,Exit Only,John Muir,Big Pine,false,0.000000,0.000000,2014-05-02,2018-06-14
414,Trailhead,233260,JM29,Exit Only,John Muir,Independence,false,0.000000,0.000000,2014-05-02,2018-06-14
415,Trailhead,233260,GT60,Exit Only,Golden Trout,Lone Pine - Golden Trout,false,0.000000,0.000000,2014-05-02,2018-06-14
416,Trailhead,233260,GT62,Exit Only,Golden Trout,Lone Pine - Golden Trout,false,0.000000,0.000000,2014-05-02,2018-06-14
417,Trailhead,233260,HT,Exit Only,Hoover/ Humboldt Toiyabe NF,Bridgeport - Hoover/ Humboldt Toiyabe NF,false,0.000000,0.000000,2014-05-02,2018-06-14
418,Trailhead,233260,AA01,Exit Only,Ansel Adams,Lee Vining - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
419,Trailhead,233260,AA02,Exit Only,Ansel Adams,Lee Vining - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
42,Entry Point,233396,Mudro Lake (op),"Method of travel is paddle. Three accesses into Mudro Lake involve portages ranging from 20 to 185 rods.  For more information, please contact the Kawishiwi Ranger Station in Ely at 218-365-7561.",Kawishiwi District,Ely,false,-91.831944,48.032778,2014-05-02,2018-06-14
420,Trailhead,233260,AA09,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
421,Trailhead,233260,AA10,Exit Only,Ansel Adams,Mammoth Lakes - Ansel Adams,false,0.000000,0.000000,2014-05-02,2018-06-14
422,Trailhead,233260,JM06,Exit Only,John Muir,Toms Place,false,0.000000,0.000000,2014-05-02,2018-06-14
423,Trailhead,233260,JM12,Exit Only,John Muir,Bishop,false,0.000000,0.000000,2014-05-02,2018-06-14
424,Entry Point,233262,AA01,"Mount Dana and its glacier can be viewed from Dana Lake at the end of Glacier Canyon. The trail starts from the roadside turnout for Tioga Lake Overlook. This trail does not enter Yosemite National Park. Stay on trail across the sensitive meadow as you cross to the south side of Tioga Canyon, then contour upslope to enter Glacier Canyon. It is 2 miles to the first lake.",Ansel Adams,Lee Vining - Ansel Adams,false,-119.257444,37.911750,2014-05-02,2018-06-14
