RecAreaAddressID,RecAreaID,RecAreaAddressType,RecAreaStreetAddress1,RecAreaStreetAddress2,RecAreaStreetAddress3,City,PostalCode,AddressStateCode,AddressCountryCode,LastUpdatedDate
43590,13365,Default," Bureau of Land Management",Ukiah Field Office,2550 North State Street," Ukiah",CA," 95482",USA,2020-03-19
43593,1235,Default,Bureau of Land Managment," Ukiah Field Office"," 2550 North State Street",Ukiah,CA,95482,USA,2020-03-19
43594,13376,Default," El Centro Field Office ",1661 S. 4th Street,,El Centro ,CA," 92243",USA,2020-03-19
43596,13389,Default,El Centro Field Office,1661 S. 4th Street,," El Centro ",CA," 92243",USA,2020-03-19
43597,1136,Default,Bureau of Land Management,Bishop Field Office," 351 Pacu Lane,Suite 100",Bishop,CA,93514,USA,2020-03-19
43600,1684,Default,Bureau of Land Management," Applegate Field Office",708 W. 12th St.,Alturas,CA,96101,USA,2020-03-19
43601,13409,Default," El Centro Field Office",1661 S. 4th Street,," El Centro",CA," 92243",USA,2020-03-19
43602,13410,Default," El Centro Field Office",1661 S. 4th Street,," El Centro",CA," 92243",USA,2020-03-19
43604,13421,Default,El Centro Field Office ,1661 S. 4th Street,," El Centro ",CA,92243,USA,2020-03-19
43607,13447,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Highway 95," Needles",CA," 92363",USA,2020-03-19
43609,13457,Default," El Centro Field Office",1661 S. 4th Street,," El Centro",CA," 92243",USA,2020-03-19
43611,13460,Default," El Centro Field Office",1661 S. 4th Street,," El Centro",CA," 92243",USA,2020-03-19
43614,13476,Default," El Centro Field Office",1661 S. 4th Street,," El Centro ",CA," 92243",USA,2020-03-19
43615,13492,Default,Bureau of Land Management,Needles Field Office,1303 South U.S. Hwy 95,Needles,CA,92363,USA,2020-03-19
43618,13323,Default,Bureau of Land Management,Ridgecrest Field Office,300 S. Richmond Rd.,Ridgecrest,CA,93555,USA,2020-03-19
43621,627,Default,Grand Junction Field Office," 2815 H Road"," ",Grand Junction,CO,81506,USA,2020-03-19
43624,1709,Default,Colorado River Valley Field Office ," 2300 River Frontage Road"," ",Silt,CO,81652,USA,2020-03-19
43625,1715,Default,Royal Gorge Field Office," 3028 E. Main Street"," ",Caсon City,CO,81212,USA,2020-03-19
43628,2077,Default,Jarbidge Field Office,2536 Kimberly Road,,Twin Falls,ID,83301,USA,2020-03-19
43629,2080,Default,Morley Nelson Snake River Birds of Prey National Conservation Area      ,3948 Development Avenue,,Boise,ID,83705,USA,2020-03-19
43630,2072,Default,Pocatello Field Office,4530 Cliffs Drive,,Pocatello,ID,83204,USA,2020-03-19
43636,2066,Default,Shoshone Field Office,400 West ,,Shoshone,ID,83352,USA,2020-03-19
43640,2065,Default,Shoshone Field Office,400 West F Street,,Shoshone,ID,83352,USA,2020-03-19
43643,1738,Default,Owyhee Field Office,20 First Avenue West,,Marsing,ID,83639,USA,2020-03-19
43644,2001,Default,Four Rivers Field Office,3948 Development Ave,,Boise,ID,83705,USA,2020-03-19
43646,1731,Default,Burley Field Office,15 East 200 South,,Burley,ID,83318,USA,2020-03-19
43648,2068,Default,400 West F Street,,,Shoshone,ID,83352,USA,2020-03-19
43649,624,Default,1005 Selway Drive," "," ",Dillion,MT,59725,USA,2020-03-19
43650,1788,Default,3255 Fort Missoula Road," "," ",Missoula,MT,59801,USA,2020-03-19
43651,13101,Default," Dillon Field Office ",1005 Selway Drive,," Dillon",MT," 59725",USA,2020-03-19
43652,1786,Default,Malta Field Office," 501 S. 2nd Street East"," ",Malta,MT,59538,USA,2020-03-19
43653,3116,Default,Pompeys Pillar National Monument,3039 US Highway 312,,Pompeys Pillar,MT,59064,USA,2020-03-19
43654,1787,Default,RT 1-4775,,,Glasgow,MT,59230,USA,2020-03-19
43656,3117,Default,Missouri Breaks Interpretive Center,701 7th Street,P.O. Box 1389,Fort Benton,MT,59442,USA,2020-03-19
43657,1756,Default,North Dakota Field Office,"99 23rd Avenue West, Suite A",,Dickinson,ND,58601,USA,2020-03-19
43661,13363,Default,"100 Sun Ave., Suite 330",,," Albuquerque",NM,87109,USA,2020-03-19
43666,10061,Default,Roswell Field Office,2909 W. Second Street ,,Roswell,NM,88201,USA,2020-03-19
43667,1845,Default,Farmington Field Office,1235 La Plata Highway,Suite A,Farmington,NM,87401,USA,2020-03-19
43668,1835,Default,Albuquerque Field Office,"435 Montano Rd, NE",,Albuquerque,NM,87107,USA,2020-03-19
43669,1808,Default,Rio Puerco Field Office,"435 Montano, NE",,Albuquerque,NM,87107,USA,2020-03-19
43671,10062,Default,Roswell Field Office,2909 W. Second Street ,,Roswell,NM,88201,USA,2020-03-19
43673,13446,Default," Rio Puerco Field Office","100 Sun Avenue, NE","Pan American Building, Suite 330",Albuquerque,NM,87109,USA,2020-03-19
43675,10046,Default,Rio Puerco Field Office,435 Montano NE,,Albuquerque,NM,87107,USA,2020-03-19
43676,2125,Default," Roswell Field Office"," 2909 W. Second Street"," "," Roswell",NM," 88201",USA,2020-03-19
43677,10047,Default,Rio Puerco Field Office,"100 Sun Avenue, NE","Pan American Building, Suite 330",Albuquerque,NM,87109,USA,2020-03-19
43678,1803,Default,Valley of Fires Recreation Area,P.O. Box 871,,Carrizozo,NM,88301,USA,2020-03-19
43679,13352,Default," Black Rock Field Office",5100 East Winnemucca Blvd.,," Winnemucca",NV,89445,USA,2020-03-19
43681,13386,Default," Bureau of Land Management",Black Rock Field Office,5100 East Winnemucca Blvd.," Winnemucca",NV,89445,USA,2020-03-19
43682,1041,Default,Ely District Office," 702 North Industrial Way, HC 33 Box 33500 "," ",Ely,NV,89301,USA,2020-03-19
437144,12792,Default,61389 Highway 434,,,Lacombe,LA,,USA,2020-03-19
437147,1320,Default,1318 Hwy 318,,,Maybell,CO,81640,USA,2020-03-19
437153,1324,Default,North Second Street,,,Ajo,AZ,85321,USA,2020-03-19
437161,1331,Default,6263 Appalachian Hwy,,,Davis,WV,26260,USA,2020-03-19
437163,1332,Default,24 Kimbles Beach Road,,,Cape May Court House,NJ,08210,USA,2020-03-19
440024,1347,Default,1505 Sand Bluff Road,,,Ripley,TN,38063,USA,2020-03-19
440025,1348,Default,8231 Beach Road,PO Box 62 ,,Chincoteague,VA,23336,USA,2020-03-19
440028,1351,Default,37599 County Rd. 206,,,Annada,MO,63330,USA,2020-03-19
440029,4059,Default,91 US Hwy 641 North,,,Benton   ,KY,42025,USA,2020-03-19
449021,1357,Default,100 Wildlife Refuge Rd,Box 5,,Glenwood,WA,98619,USA,2020-03-19
452139,14513,Default,600-601 State Road 707,,,Jupiter,FL,33469,USA,2020-03-19
465452,444,Default,1226 Powerhouse Road,,,Camden,AL,36726-9109,USA,2020-03-19
465453,452,Default,384 Resource Mgmt Drive,,,Demopolis,AL,36732-1546,USA,2020-03-19
465457,435,Default,P.O. Box 55270,,,North Pole,AK,99705,USA,2020-03-19
465458,463,Default,7205 A W. Residence Drive,,,Wenden,AZ,85357,USA,2020-03-19
465459,12747,Default,P.O. Box 532711,,,Los Angeles,CA,90053,USA,2020-03-19
465460,526,Default,6298 Hwy 60 West,,,Conway,AR,72032,USA,2020-03-19
465461,520,Default,4305 Charles Wooden Road,P.O.BOX 7835,,Pine Bluff,AR,71611-7835,USA,2020-03-19
465462,522,Default,4305 Charles Wooden Road,P.O.BOX 7835,,Pine Bluff,AR,71611,USA,2020-03-19
465463,523,Default,P.O.Box 7835,,,Pine Bluff,AR,71611-7835,USA,2020-03-19
465464,524,Default,P.O. Box 7835,,,Pine Bluff,AR,71611-7835,USA,2020-03-19
465465,528,Default,6298 Highway 60 West,,,Conway,AR,72033,USA,2020-03-19
465466,525,Default,4305 Charles Wooden Road,P.O.BOX 7835,,Pine Bluff,AR,71611-7835,USA,2020-03-19
465467,527,Default,6298 Hwy 60 West,,,Conway,AR,72032,USA,2020-03-19
465468,521,Default,35 Wild Goose Lane,,,Tichnor,AR,72166,USA,2020-03-19
465469,530,Default,2260 N 2ND,,,Rogers,AR,72756-2439,USA,2020-03-19
465470,531,Default,10152 Outlet Park Road,,,Havana,AR,72842,USA,2020-03-19
465471,543,Default,324 W. 7th Street,,,Mountain Home,AR,72653,USA,2020-03-19
465472,533,Default,1598 Lock And Dam Road,,,Russellville,AR,72802,USA,2020-03-19
465473,149,Default,729 Channel Road,,,Arkadelphia,AR,71923-9361,USA,2020-03-19
465474,534,Default,706  Dequeen Lake Road,,,Dequeen,AR,71832,USA,2020-03-19
465475,535,Default,P.O. Box 8,,,Dierks,AR,71833,USA,2020-03-19
465476,536,Default,706 DeQueen Lake RD,,,Ashdown,AR,71832,USA,2020-03-19
465477,537,Default,P.O. Box 1088,,,Heber Springs,AR,72543-1088,USA,2020-03-19
465478,152,Default,155 Dynamite Hill Road,,,Murfreesboro,AR,71958-9720,USA,2020-03-19
465479,529,Default,6042 Lock and Dam Road,,,Ozark,AR,72949-9839,USA,2020-03-19
465480,538,Default,1528 Hwy 32 East,,,Ashdown,AR,71822-9716,USA,2020-03-19
465481,539,Default,3 Hwy 7 South,,,Plainview,AR,72857-9600,USA,2020-03-19
465482,540,Default,324 W. 7Th Street,,,Mountain Home,AR,72653,USA,2020-03-19
465484,541,Default,6042 Lock and Dam Road,,,Ozark,AR,72949-9839,USA,2020-03-19
465485,473,Default,19225 Newville Road,,,Orland,CA,95963-8901,USA,2020-03-19
465486,1252,Default,2070 Youth Way,,,Fullerton,CA,92635,USA,2020-03-19
465487,466,Default,3322 Rose Drive,,,Brea,CA,92621,USA,2020-03-19
465488,480,Default,P.O. Box 67,,,Raymond,CA,93653-0067,USA,2020-03-19
465489,467,Default,2501 Associated Road,,,Fullerton,CA,92631,USA,2020-03-19
465490,471,Default,10960 Borden Ave.,,,Pacoima,CA,91331,USA,2020-03-19
465491,474,Default,P.O. Box 6,,,Smartville,CA,95977-0006,USA,2020-03-19
465492,481,Default,P.O. Box 85,25207 Road 407,,Raymond,CA,93653-0085,USA,2020-03-19
465493,479,Default,34443 Sierra Drive,,,Lemon Cove,CA,93244-4270,USA,2020-03-19
465494,482,Default,3333 Skaggs Springs Rd,,,Geyserville,CA,95441-9644,USA,2020-03-19
465495,475,Default,P.O. Box 2344,,,Truckee,CA,96161,USA,2020-03-19
465496,483,Default,1160 Lake Mendocino Drive,,,Ukiah,CA,95482-9404,USA,2020-03-19
465497,465,Default,P.O. Box 532711,,,Los Angeles,CA,90053,USA,2020-03-19
465498,476,Default,2713 Hogan Dam Road,,,Valley Springs,CA,95252-8496,USA,2020-03-19
465499,478,Default,27295 Pine Flat Road,,,Sanger,CA,93657,USA,2020-03-19
465500,468,Default,3001 W. Pomona-Ricon Road,,,Corona,CA,91720,USA,2020-03-19
465501,1251,Default,2100 Bridgeway Blvd,,,Sausalito,CA,94965-1764,USA,2020-03-19
465502,464,Default,1585 E. Arrow Hwy.,,,Irwindale,CA,91706,USA,2020-03-19
465503,472,Default,,,,,CA,,USA,2020-03-19
465504,470,Default,6357 Woodly Ave.,,,Van Nuys,CA,91406,USA,2020-03-19
465505,477,Default,17968 Covered Bridge Road,,,Oakdale,CA,95361-1229,USA,2020-03-19
465506,1825,Default,29330 Highway 190,,,Porterville,CA,93258-1072,USA,2020-03-19
465507,469,Default,909 N. Lincoln Ave.,,,Montebello,CA,90640,USA,2020-03-19
465508,306,Default,9307 S. Wadsworth Blvd,,,Littleton,CO,80128-6901,USA,2020-03-19
465509,284,Default,9307 South Wadsworth Blvd.,,,Littleton,CO,80128-6901,USA,2020-03-19
465510,285,Default,9307 S. Wadsworth Blvd,,,Littleton,CO,80128-6901,USA,2020-03-19
465511,590,Default,29955 County Road 25.75,,,Hasty,CO,81044,USA,2020-03-19
465512,490,Default,10950 County Road 18.3,,,Trinidad,CO,81082-0771,USA,2020-03-19
465513,199,Default,Thomaston Dam,331 Hill Road,,Thomaston,CT,06787-1918,USA,2020-03-19
465514,206,Default,P.O. Box 58,,,Riverton,CT,06065-0058,USA,2020-03-19
465515,211,Default,4 Straits Turnpike,,,Middlebury,CT,06762,USA,2020-03-19
465516,213,Default,4 Straits Turnpike,,,Middlebury,CT,06762,USA,2020-03-19
465517,217,Default,141 Mansfield Hollow Road,,,Mansfield,CT,06250-9802,USA,2020-03-19
465519,223,Default,331 Hill Road,,,Thomaston,CT,06787-0307,USA,2020-03-19
465520,228,Default,449 Reardon Road,,,Thompson,CT,06255-9801,USA,2020-03-19
465521,437,Default,525 Ridgelawn Rd,,,Clewiston,FL,33440-5399,USA,2020-03-19
465522,445,Default,2382 Booster Club Road,,,Chatahoochee,FL,32324-0096,USA,2020-03-19
465523,440,Default,1138 GA Highway Spur 20,,,Cartersville,GA,30121,USA,2020-03-19
465524,443,Default,P.O. Box 96,,,Oakman,GA,30732-0096,USA,2020-03-19
465525,451,Default,427 Eufaula Road,,,Ft. Gaines,GA,31751-9722,USA,2020-03-19
465526,454,Default,P. O.   Box 278,5625 Anderson Highway (Hwy. 29),,Hartwell,GA,30643-0278,USA,2020-03-19
465527,442,Default,P.O. Box 567,1050 Buford Dam Road,,Buford,GA,30515-0567,USA,2020-03-19
465528,455,Default,4144 Russell Dam Dr.,,,Elberton,GA,30635-9271,USA,2020-03-19
465529,449,Default,427 Eufalua Road,,,Ft Gaines,GA,39851-9722,USA,2020-03-19
465530,450,Default,500 Resource Management Drive,,,West Point,GA,31833-9517,USA,2020-03-19
465531,256,Default,P.O Box 48,,,Ahsahka,ID,83520-6048,USA,2020-03-19
465532,249,Default,2376 E Highway 2,,,Oldtown,ID,83822-9243,USA,2020-03-19
465533,260,Default,9723 E. Highway 21,,,Boise,ID,83716-9393,USA,2020-03-19
465534,1686,Default,801 Lake Road,,,Carlyle,IL,62231-9703,USA,2020-03-19
465535,12746,Default,257 Grant St.,,,Peoria,IL,61603-3503,USA,2020-03-19
465536,14433,Default,257 Grant Street,,,Peoria,IL,61603,USA,2020-03-19
465537,1691,Default,1989 State Highway 16,,,Shelbyville,IL,62565-9387,USA,2020-03-19
465538,1689,Default,4800 Lock and Dam Road,,,Modoc,IL,62261,USA,2020-03-19
465539,159,Default,P.O. Box 534,,,Pleasant Valley,IA,52767-0534,USA,2020-03-19
465540,380,Default,P.O. Box 277,,,Brookport,IL,62910,USA,2020-03-19
465541,381,Default,916 E. Dam 53 Road,,,Grand Chain,IL,62941,USA,2020-03-19
465542,375,Default,1401 Smithland Dam Road,,,Brookport,IL,62910,USA,2020-03-19
465543,1690,Default,11981 Rend City Road,,,Benton,IL,62812-9803,USA,2020-03-19
465544,353,Default,10064 Overlook Road,,,Brookville,IN,47012-0230,USA,2020-03-19
465545,356,Default,11979 S. Co. Rd. 375 W,,,Poland,IN,47868-9309,USA,2020-03-19
465546,365,Default,3391 S. Dam Rd.,,,Rockville,IN,47872-9726,USA,2020-03-19
465547,363,Default,735N Warren Road,,,Huntington,IN,46750-9202,USA,2020-03-19
465548,368,Default,5613 E Mississinewa Dam Road,,,Peru,IN,46970-9745,USA,2020-03-19
465549,369,Default,1620 E Monroe Dam Court,,,Bloomington,IN,47401-8774,USA,2020-03-19
465550,357,Default,5821 E. State Road 66,,,Cannelton,IN,47520-9725,USA,2020-03-19
465551,377,Default,16501 Raben Road,,,Mount Vernon,IN,47620-9351,USA,2020-03-19
465552,370,Default,6877 State Road 66,,,Newburgh,IN,47630-9801,USA,2020-03-19
465553,372,Default,4512 North Cuzco Road South,,,Dubois,IN,47527-9661,USA,2020-03-19
465554,374,Default,1004 S Salamonie Dam Road,P.O. Box 158,,Lagro,IN,46941-9717,USA,2020-03-19
465555,158,Default,2850 Prairie Du Chien Rd Ne,,,Iowa City,IA,52240-7820,USA,2020-03-19
465556,160,Default,1105 N. Hwy T15,,,Knoxville,IA,50138,USA,2020-03-19
465557,173,Default,431 North Shore Drive,,,Fountain City,MN,54629-0397,USA,2020-03-19
465558,172,Default,1114 S. Oak St.,,,La Crescent,MN,55947-1560,USA,2020-03-19
465559,274,Default,"Corps Of Engineers, 20112 Hwy J5T",,,Centerville,IA,52544-9461,USA,2020-03-19
465560,161,Default,5600 NW 78th Ave,,,Johnston,IA,50131,USA,2020-03-19
465561,546,Default,P.O. Box 426,,,Cherryvale,KS,67335-0426,USA,2020-03-19
465562,263,Default,872 N 1402 Road,,,Lawrence,KS,66049-9048,USA,2020-03-19
465563,551,Default,945 Lake Road,,,Council Grove,KS,66846-9322,USA,2020-03-19
465564,552,Default,2710 NE Shady Lake Rd,,,El Dorado,KS,67042-9305,USA,2020-03-19
465565,553,Default,P.O. Box 426,,,Cherryvale,KS,67335-0426,USA,2020-03-19
465566,555,Default,R 1 Box 243E,,,Fall River,KS,67047,USA,2020-03-19
465567,265,Default,26000 W 255TH,,,Paola,KS,66071,USA,2020-03-19
465568,562,Default,1565 Embankment Rd Sw,,,Burlington,KS,66839-8911,USA,2020-03-19
465569,266,Default,105 Riverside Drive,,,Marquette,KS,67464,USA,2020-03-19
465570,565,Default,2105 North Pawnee,,,Marion,KS,66861-9740,USA,2020-03-19
465571,269,Default,31051 Melvern Lake Pkw,,,Melvern,KS,66510-9759,USA,2020-03-19
465572,270,Default,Milford Lake Project Office,5203 North Highway K-57,,Junction City,KS,66441,USA,2020-03-19
465573,271,Default,10419 Perry Park Drive,,,Perry,KS,66073-9717,USA,2020-03-19
465574,273,Default,5260 Pomona Dam Road,,,Vassar,KS,66524,USA,2020-03-19
465575,572,Default,P.O. Box 37,,,Fall River,KS,67047-0037,USA,2020-03-19
465576,277,Default,5020 Tuttle Creek Blvd,,,Manhattan,KS,66502-8812,USA,2020-03-19
465577,278,Default,4860 Outlet Blvd.,,,Sylvan Grove,KS,67481,USA,2020-03-19
465578,382,Default,200 Barkley Dam Overlook,,,Grand Rivers,KY,42045-0218,USA,2020-03-19
465579,352,Default,11088 Finney Rd,,,Glasgow,KY,42141-9642,USA,2020-03-19
465580,354,Default,804 Buckhorn Dam Road,,,Buckhorn,KY,41721-8808,USA,2020-03-19
465581,358,Default,843 Sassafras Creek Road,,,Sassafras,KY,41759-8806,USA,2020-03-19
465582,359,Default,150 Kentucky Hwy 826,,,Morehead,KY,40351-9211,USA,2020-03-19
465583,319,Default,Hc 70 Box 540,,,Van Lear,KY,41265-9605,USA,2020-03-19
465584,322,Default,2204 Fishtrap Road,,,Shelbiana,KY,41562-9716,USA,2020-03-19
465585,324,Default,50 Launch Ramp Rd,,,Grayson,KY,41143-9612,USA,2020-03-19
465586,362,Default,544 Lake Road,,,Campbellsville,KY,42718-9805,USA,2020-03-19
465587,379,Default,5048 Dam & Lock Road,,,Spottsville,KY,42458-9999,USA,2020-03-19
465588,364,Default,1021 Kentucky Avenue,,,Frankfort,KY,40601-9999,USA,2020-03-19
465589,391,Default,855 Boat Dock Road,,,Somerset,KY,42501-0450,USA,2020-03-19
465590,388,Default,1433 Laurel Lake Road,,,London,KY,40741,USA,2020-03-19
465591,389,Default,5965 Hwy 987,,,Smith,KY,40831-5415,USA,2020-03-19
465592,371,Default,2150 Nolin Dam Road,,,Bee Spring,KY,42207-0339,USA,2020-03-19
465593,325,Default,5121 New Dam Road,,,Greenup,KY,41144-9614,USA,2020-03-19
465594,366,Default,2760 US 42 West,,,Warsaw,KY,41095-9999,USA,2020-03-19
465595,367,Default,805 N 27Th Street,,,Louisville,KY,40212,USA,2020-03-19
465596,330,Default,807 KY RT 2275,,,Staffordsville,KY,41256-9035,USA,2020-03-19
465598,376,Default,2825 Overlook Road,,,Taylorsville,KY,40071-9028,USA,2020-03-19
465599,338,Default,P.O. Box 1107,,,Louisa,KY,41230-4107,USA,2020-03-19
465600,1265,Default,112 Speck Lane,,,Port Barre,LA,70577,USA,2020-03-19
465601,143,Default,Louisiana Field Office,3505 S. Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465602,1266,Default,P.O. Box 216,,,Norco,LA,70079-0216,USA,2020-03-19
465603,148,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202,USA,2020-03-19
465604,1267,Default,21412 Louisiana Hwy 15,,,Lettsworth,LA,70753,USA,2020-03-19
465605,156,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465606,144,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465607,157,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465608,145,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465609,153,Default,P.O. Box 790,,,Sun,LA,70463-0790,USA,2020-03-19
465610,12748,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465611,155,Default,Louisiana Field Office,3505 South Grand Street,,Monroe,LA,71202-5273,USA,2020-03-19
465612,196,Default,,,,Chesapeakecity,MD,21915,USA,2020-03-19
465613,202,Default,Barre Falls Dam,,,Hubbardston,MA,01452,USA,2020-03-19
465614,203,Default,68 Birch Hill Road,,,Royalston,MA,01331-9515,USA,2020-03-19
465615,205,Default,P.O. Box 155,,,Oxford,MA,01540-0155,USA,2020-03-19
465616,200,Default,P.O. Box 1555,,,Buzzards Bay,MA,02532,USA,2020-03-19
465617,230,Default,518 E Hartford Ave,,,Uxbridge,MA,01569-1209,USA,2020-03-19
465618,207,Default,24 Riverview Avenue,,,Fiskdale,MA,01518-1423,USA,2020-03-19
465619,208,Default,24 Riverview Avenue,,,Fiskdale,MA,01518-1243,USA,2020-03-19
465620,212,Default,P.O. Box 155,,,Oxford,MA,01540-0155,USA,2020-03-19
465621,215,Default,Knightville Dam Road,,,Huntington,MA,01050-9742,USA,2020-03-19
465622,216,Default,Knightville Dam Road,,,Huntington,MA,01050-9744,USA,2020-03-19
465623,225,Default,2 Athol-Richmond Rd,,,Royalston,MA,01368,USA,2020-03-19
465624,227,Default,518 East Hartford Ave,,,Uxbridge,MA,01569,USA,2020-03-19
465625,229,Default,24 Riverview Avenue,,,Fiskdale,MA,01518-1243,USA,2020-03-19
465626,432,Default,Canal Park,,,Duluth,MN,55802,USA,2020-03-19
465627,434,Default,"USACE, Soo Area Office",,,Sault Ste Marie,MI,49783,USA,2020-03-19
465628,146,Default,3905 Arkabutla Dam Rd,,,Coldwater,MS,38618-6548,USA,2020-03-19
465629,150,Default,264 C.R. 39,,,Enid,MS,38927-0010,USA,2020-03-19
465630,151,Default,P.O. Box 903,,,Grenada,MS,38902-0903,USA,2020-03-19
465631,448,Default,P.O. Box 98,8604 Okatibbee Dam Road,,Collinsville,MS,39325-0098,USA,2020-03-19
465632,154,Default,29049 Highway 315,,,Sardis,MS,38666-0186,USA,2020-03-19
465633,441,Default,3606 West Plymouth Rd.,,,Columbus,MS,39701-9504,USA,2020-03-19
465634,288,Default,P.O. Box 208,,,Ft. Peck,MT,59223-0208,USA,2020-03-19
465635,251,Default,17877 Highway 37,,,Libby,MT,59923-9703,USA,2020-03-19
465636,296,Default,,,,Lincoln,NE,,USA,2020-03-19
465637,304,Default,,,,Lincoln,NE,,USA,2020-03-19
465638,300,Default,,,,Lincoln,NE,,USA,2020-03-19
465639,305,Default,9901 JJ Pershing Dr.,,,Omaha,NE,68112,USA,2020-03-19
465640,264,Default,70788 Corps Road A,,,Republican City,NE,68971-9742,USA,2020-03-19
465641,303,Default,,,,Lincoln,NE,,USA,2020-03-19
465642,295,Default,,,,Lincoln,NE,,USA,2020-03-19
465643,302,Default,,,,Lincoln,NE,,USA,2020-03-19
465644,298,Default,,,,Lincoln,NE,,USA,2020-03-19
465645,294,Default,9901 JJ Pershing Dr.,,,Omaha,NE,68112,USA,2020-03-19
465646,301,Default,,,,Lincoln,NE,,USA,2020-03-19
465647,297,Default,,,,Lincoln,NE,,USA,2020-03-19
465648,281,Default,9901 JJ Pershing Dr.,,,Omaha,NE,68112,USA,2020-03-19
465649,299,Default,,,,Lincoln,NE,,USA,2020-03-19
465650,307,Default,9901 JJ Pershing Dr.,,,Omaha,NE,68112,USA,2020-03-19
465651,204,Default,CENAE-CO-MRB-FF,46 Granite Dr,,Franklin,NH,03235-2202,USA,2020-03-19
465652,209,Default,75 Wilder St,,,Peterborough,NH,03458-1068,USA,2020-03-19
465653,210,Default,46 Granite Drive,,,Franklin,NH,03235-2202,USA,2020-03-19
465654,214,Default,2097 Maple Street,,,Contoocook,NH,03229-3370,USA,2020-03-19
465655,221,Default,480 Branch Road,,,Keene,NH,03431-9801,USA,2020-03-19
465657,27,Default,4731 State Highway 96,,,Abiquiu,NM,87510-0290,USA,2020-03-19
465658,485,Default,82 Dam Crest Road,,,Pena Blanca,NM,87041,USA,2020-03-19
465659,486,Default,201 Bell Ranch Road,,,Conchas Dam,NM,88416,USA,2020-03-19
465660,487,Default,82 Dam Crest Rd,,,Pena Blanca,NM,87041,USA,2020-03-19
465661,488,Default,82 Dam Crest Road,,,Pena Blanca,NM,87041,USA,2020-03-19
465662,489,Default,P.O. Box #345,,,Santa Rosa,NM,88435-0345,USA,2020-03-19
465663,491,Default,P.O. Box 345,,,Santa Rosa,NM,88435,USA,2020-03-19
465664,181,Default,P.O. Box 400,,,Danville,NY,17821,USA,2020-03-19
465665,186,Default,306 Railroad St.,,,Danville,NY,17821,USA,2020-03-19
465666,1821,Default,6103 Visitor Center Road,,,Mount Morris,NY,14510-9527,USA,2020-03-19
465667,189,Default,306 Railroad St.,,,Danville,NY,17821,USA,2020-03-19
465668,459,Default,PO Box 144,,,Moncure,NC,27559-0144,USA,2020-03-19
465669,462,Default,996 Lock #1 Road,,,Riegelwood,NC,28456,USA,2020-03-19
465670,457,Default,11405 Falls Of The Neuse Road,,,Wake Forest,NC,27587-1405,USA,2020-03-19
465671,461,Default,499 Reservoir Road,,,Wilkesboro,NC,28697-7462,USA,2020-03-19
465672,165,Default,2630-114Th Ave Se,,,Valley City,ND,58072-9795,USA,2020-03-19
465673,283,Default,P. O. Box 1752,,,Jamestown,ND,58402-1752,USA,2020-03-19
465674,163,Default,2630-114Th Ave SE,,,Valley City,ND,58072-9795,USA,2020-03-19
465675,293,Default,P.O. Box 1752,,,Jamestown,ND,58402-1752,USA,2020-03-19
465676,290,Default,Garrison Project,P.O. Box 527,,Riverdale,ND,58565-0527,USA,2020-03-19
465677,308,Default,5905 Lewis Center Rd.,,,Lewis Center,OH,43035-9215,USA,2020-03-19
465678,340,Default,3434 State Route 212 NE,,,Mineral City,OH,44656-9645,USA,2020-03-19
465679,350,Default,Beach City Dam  5449 St Rt 250 NE,,,Beach City,OH,44608-9801,USA,2020-03-19
465680,392,Default,7400 Bedell Road,,,Berlin Center,OH,44401-9714,USA,2020-03-19
465681,341,Default,11614 Glenpark Road NE,,,Bolivar,OH,44612-9521,USA,2020-03-19
465682,335,Default,23560 Jenkins Dam Road,,,Glouster,OH,45732-9727,USA,2020-03-19
465683,355,Default,4020 N. Clarksville Road,,,Waynesville,OH,45068-9408,USA,2020-03-19
465684,342,Default,2203 State Route 603,,,Lucas,OH,44843-9606,USA,2020-03-19
465685,360,Default,2630 Croft Rd,,,Springfield,OH,45503-2515,USA,2020-03-19
465686,343,Default,P.O. Box 116,,,Tippecanoe,OH,44699-0116,USA,2020-03-19
465687,317,Default,21897 Deer Creek Road,,,Mt. Sterling,OH,43143-9505,USA,2020-03-19
465688,318,Default,3920 US 23 North,,,Delaware,OH,43015-9708,USA,2020-03-19
465689,320,Default,4969 Dillon Dam Rd,,,Zanesville,OH,43701-9652,USA,2020-03-19
465690,344,Default,"5153 State Route 800, NE",,,Dover,OH,44612-6910,USA,2020-03-19
465691,351,Default,5037 Deer Road Sw,,,Bowerston,OH,44695-9621,USA,2020-03-19
465692,410,Default,P.O. Box 58,,,Wayland,OH,44285-0058,USA,2020-03-19
465693,339,Default,36007 State Route 715,,,Warsaw,OH,43844-9534,USA,2020-03-19
