ActivityID,ActivityDescription,ActivityFeeDescription,EntityID,EntityType
23,"<p>Toll Mountain Campground consisits of 5 units that will accomodate trailers up to 22 feet and a group picnic area. There are no fees associated with this campground. There is a restroom; however, there is no water and no garbage service.</p>",,234917,Campground
9,"<p>There are seven campsites available on a first come, first served basis.</p>",,234923,Campground
14,<p>There are some nice trails in the area.</p>,,234923,Campground
23,<p>The maximum length for RVs/Trailers is 22 feet.</p>,,234923,Campground
11,<p>There are several species avaialable in this 2800 acre Lake.&nbsp; There are some great fishing opportunities here.&nbsp; </p>,,234934,Facility
11,<p>-</p>,,234935,Facility
20,<p>-</p>,,234935,Facility
11,<p>Georgetown Lake is adjacent to the picnic area.</p>,,234936,Facility
20,<p>This is a nice lakeside picnic area.</p>,,234936,Facility
5,,,234943,Facility
6,,,234943,Facility
9,<p>Many camping opportunities exist on this district.</p>,,234943,Facility
11,,,234943,Facility
14,,,234943,Facility
15,,,234943,Facility
16,,,234943,Facility
20,,,234943,Facility
23,,,234943,Facility
26,,,234943,Facility
30,,,234943,Facility
106,,,234943,Facility
109,,,234943,Facility
5,,,234944,Facility
6,,,234944,Facility
9,,,234944,Facility
11,,,234944,Facility
14,,,234944,Facility
15,,,234944,Facility
20,,,234944,Facility
23,,,234944,Facility
26,,,234944,Facility
30,,,234944,Facility
109,,,234944,Facility
6,,,234945,Facility
9,,,234945,Facility
11,,,234945,Facility
14,,,234945,Facility
15,,,234945,Facility
16,,,234945,Facility
20,,,234945,Facility
23,,,234945,Facility
26,,,234945,Facility
30,,,234945,Facility
106,,,234945,Facility
4,<p>This is the last Forest Service campground on the State of Jefferson Scenic Byway before the Oregon border.</p>,,234955,Campground
9,<p>Paved road to this secluded site 20 minutes from Happy Camp.</p>,,234955,Campground
23,<p>Small RV's and trailers are welcome at West Branch Campground.&nbsp; Sites are shady and quiet.</p>,,234955,Campground
26,<p>A good area for bird watching and deer.</p>,,234955,Campground
106,"<p>Swimming, wading and water play off the gravel bar in the West Branch of Indian Creek.</p>",,234955,Campground
4,"<p>Two Scenic Byways follow the path of the Klamath.&nbsp; The State of Jefferson Scenic Byway follows Hwy 96 from I-5 to Happy Camp and the Bigfoot Scenic Byway goes from Happy Camp along Hwy 96 to Willow Creek.&nbsp; Several river access areas offer opportunities along the way to picnic, fish, gold pan and water play.</p>",,234956,Facility
9,"<p>There are four campgrounds with access to the Klamath River:&nbsp; Tree of Heaven, Sarah Totten, Fort Goff and Curley Jack.&nbsp; Sarah Totten and Curley Jack also offer Group Camping.&nbsp; There are no hook-ups for RV's, no showers and all toilets are vault style.&nbsp; All four have drinking water and garbage collection in the summer.&nbsp; A bulletin Board at the camp entrance will explain the procedures for paying fees and campground rules and regulations.&nbsp; Sarah Totten, Tree of Heaven and Curley Jack have some barrier free facilities to accommodate a person in a wheelchair.</p>",,234956,Facility
14,"<p>There are hundreds of miles of trails beginning at the Klamath River or starting nearby.&nbsp; For a map of all trails on the Klamath National Forest stop by&nbsp;one of our <a href=""http://fs.usda.gov/wps/portal/fsinternet/!ut/p/c4/04_SB8K8xLLM9MSSzPy8xBz9CP0os3gjAwhwtDDw9_AI8zPyhQoY6BdkOyoCAGixyPg!/?ss=110505&amp;navtype=BROWSEBYSUBJECT&amp;cid=FSE_003828&amp;navid=170120000000000&amp;pnavid=170000000000000&amp;position=BROWSEBYSUBJECT&amp;ttype=detail&amp;pname=Klamath%20National%20Forest-%20Offices"">Forest Service Offices</a> or order by mail at the <a href=""http://www.nationalforeststore.com/"">National Forest Store</a>.&nbsp;&nbsp;A good map, compass and trail guide are recommended for safe travel through the forest and the wilderness.</p><p>&nbsp;</p>",,234956,Facility
20,<p>There is nothing better than a picnic along the river.&nbsp; Plan ahead to store and remove all trash and garbage from your picnic site.&nbsp; Some river access areas have picnic tables.</p>,,234956,Facility
23,<p>RV camping is popular both at developed campgrounds and dispersed throughout the forest.&nbsp; There are no RV hook-ups at Forest Service areas on the Klamath National Forest.&nbsp; Several RV parks are available with hook-ups in the communities along the river.&nbsp;</p>,,234956,Facility
26,"<p>The Klamath River Corridor provides food, water and shelter for a wide variety of wildlife.&nbsp; River otters, elk and deer, birds of prey, ducks and geese, racoons, squirrels and bears all make their homes on or around the Klamath River.&nbsp; When you visit their home please remember some basic good manners:</p><ul>    <li>Feeding wild animals is dangerous to humans and unhealthy for the animals.</li>    <li>Always observe animals and birds from a&nbsp;distance, both&nbsp;for your safety and their comfort.</li>    <li>Dogs on leash only. Please clean up after your dog.</li>    <li>Do not allow dogs to chase, hunt or kill forest animals and birds.</li>    <li>Please pack out all trash. Do not burn or bury trash and food waste.&nbsp;</li>    <li>Bury human waste in at least 6 inches or more of soil, at least 100 feet away from any lake, stream, water course or trail.</li></ul>",,234956,Facility
106,"<p>There are many places along the Klamath River to swim or play in the river.</p><ul>    <li>Never swim alone or allow children to play unsupervised in creeks, rivers or lakes.</li>    <li>Currents can be very swift and an innertube, air matterss or inflatible toy can be swept down river in a matter of seconds.</li>    <li>There are numerous rapids, cascades and waterfalls along the river. The difficulty of the rapids changes with the seasons, the water levels and flow rates.</li>    <li>Depth and temperature of the water changes daily.</li></ul><p>&nbsp;</p>",,234956,Facility
4,<p>Klamath River access off the State of Jefferson Scenic Byway. Access road and parking not designed for trailers and RV''s.</p>,,234957,Facility
26,<p>A good area for riparian wildlife.</p>,,234957,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234957,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234972,Facility
26,<p>A good area for riparian wildlife.</p>,,234972,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234972,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway. This popular fishing access has a gravel road to the water's edge. Dispersed camping is allowed and there is some shade. There is an information bulletin board and some facilities at the rest area.</p>,,234974,Facility
20,"<p>Facilities at the Independence Rest Area are on Hwy 96 with a short, graded gravel road on the southwest side of the bridge to take you down to the river. There are tables, restrooms and an information board. While enjoying your stay, you can be entertained by the flock of at least 200 cliff swallows that claim the bridge as a nest site. In the late evening hours, you may catch a glimpse of a herd of Roosevelt elk across the river in the open meadow.</p>",,234974,Facility
26,<p>Bird watching is good here. Elk often seen across the river.</p>,,234974,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234974,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234975,Facility
26,<p>A good area for riparian wildlife.</p>,,234975,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234975,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234977,Facility
14,"<p>Access for The Dillion Creek Trail is found across the bridge from the Dillon Creek Campground. This low elevation trail follows Dillon Creek on a small footpath 100 ft above the creek, which provides outstanding views of the Dillon Creek Drainage. This trail has very sheer bluffs and is not recommended for small children or stock.</p>",,234977,Facility
26,<p>A good area for riparian wildlife.</p>,,234977,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234977,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234980,Facility
26,<p>A good area for riparian wildlife.</p>,,234980,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234980,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234981,Facility
26,<p>A good area for riparian wildlife.</p>,,234981,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234981,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234982,Facility
26,<p>A good area for riparian wildlife.</p>,,234982,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234982,Facility
4,<p>Klamath River access off the Big Foot Scenic Byway.</p>,,234983,Facility
26,<p>A good area for riparian wildlife.</p>,,234983,Facility
106,"<p>Swimming, wading and water play off the gravel bar in the Klamath River.</p>",,234983,Facility
14,<p>Hikers and horsemen head south from Norcross on the Elk Creek Trail or east on the Kelsey National Recreation Trail. Both enter the beautiful country of the Marble Mountain Wilderness. Day hikers and backpackers should always yield to horses and livestock on the trail. Step off the trail on the downhill side and speak to horses in a quiet voice. This will help them stay calm as they pass you.</p>,,234984,Facility
15,"<p>Day riding is popular from the Norcross Trailhead at the south end of the Norcross Campground.&nbsp;&nbsp;Horsemen head south from Norcross on the Elk Creek Trail or east on the Kelsey National Recreation Trail. Both enter the beautiful country of the Marble Mountain Wilderness.&nbsp; No wilderness permit is required for day or overnight trips into the Marble Mountain Wilderness.&nbsp;</p><p>Corrals at the Norcross Campground are available for Day Use but preference should be given to overnight campers.&nbsp; Water for horses is available in the campground but not for human consumption.</p>",,234984,Facility
9,,,234991,Facility
10,Contact the District Office for a list of programs and events.,,234991,Facility
11,,,234991,Facility
14,,,234991,Facility
15,,,234991,Facility
16,"<p>Hunting is permitted on&nbsp;areas of the Klamath National Forest, there&nbsp;is the oppertunity for&nbsp;deer, elk, bear, multiple small game animals, and predators.&nbsp;Within the&nbsp;Salmon/Scott&nbsp;District deer zones&nbsp;B2 and&nbsp;B6 are availible&nbsp;that start the&nbsp;middle of&nbsp;August&nbsp;and run till the&nbsp;middle of October. Elk hunts availible is the&nbsp;Marble Mountain&nbsp;zone that begins in September and ends in November.&nbsp;Bear hunts availible on the district start in&nbsp;September and run till the end of December.</p><p>Hunters must be in possession of all California State required licenses and tags while hunting during valid hunting seasons. For maps, information and regulations, contact the California Department of Fish and Game at (530) 225-2300 or online at <a href=""http://www.wildlife.ca.gov"">www.wildlife.ca.gov</a></p>",,234991,Facility
20,,,234991,Facility
23,,,234991,Facility
24,"District Office open Mon-Fri 8am-5pm for information, maps, permits and directions.",,234991,Facility
26,,,234991,Facility
106,,,234991,Facility
109,,,234991,Facility
9,Camping in the Trinity Alps with access to Caribou Lakes. ,,234992,Campground
14,Great opportunities for day hiking in the Trinity Alps with access to Caribou Lakes.  Wilderness permits are required for overnight but not for day hikes in Trinity Alps Wilderness.  Day hikers should always yield to horses and livestock on the trail.  Speaking to horses in a quiet voice will help them stay calm as they pass you.,,234992,Campground
15,Camping in the Trinity Alps with access to Caribou Lakes.  There is overnight horse camping and day use parking for trailers.  The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.,,234992,Campground
23,Camping in the Trinity Alps with access to Caribou Lakes.,,234992,Campground
26,A good area for riparian wildlife along the river and forest birding.  Some small mammals frequent the campsites.,,234992,Campground
106,"Swimming, wading and water play off the gravel bar on the South Fork of the Salmon River.",,234992,Campground
109,<p>Camping in the Trinity Alps with access to Caribou Lakes. The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.</p>,,234992,Campground
9,"<p>	A few popular camping sites on the South Fork of the Salmon, just outside of Forks of Salmon.</p>",,234994,Campground
26,A good area for riparian wildlife along the river and forest birding.  Some small mammals frequent the campsites.,,234994,Campground
106,"Swimming, wading and water play off the gravel bar on the South Fork of the Salmon River.",,234994,Campground
9,"<p>	Camping on the North Fork of the Salmon River, with nearby access to either the Marble Mountains or the Russian Wilderness.</p>",,234995,Campground
14,Day hike along the scenic North Fork of the Salmon River on the North Fork Trail.,,234995,Campground
15,The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.,,234995,Campground
23,"Camping on the North Fork of the Salmon River, with nearby access to either the Marble Mountains or the Russian Wilderness.",,234995,Campground
26,A good area for riparian wildlife along the river and forest birding.  Some small mammals frequent the campsites.,,234995,Campground
106,"Swimming, wading and water play off the gravel bar on the North Fork of the Salmon River.",,234995,Campground
26,Wildlife Viewing,,235,Rec Area
103,Environmental Education,,235,Rec Area
9,<p>Campground on the edge of the Trinity Alps Wilderness with horse corrals.</p>,,235001,Campground
14,<p>Nice day hike here up Trail Gulch to Trail Lake. Day hikers should always yield to horses and livestock on the trail. Speaking to horses in a quiet voice will help them stay calm as they pass you.</p>,,235001,Campground
15,<p>Campground on the edge of the Trinity Alps Wilderness with horse corrals. There is overnight horse camping and day use parking for trailers. The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.</p>,,235001,Campground
23,<p>Campground on the edge of the Trinity Alps Wilderness with horse corrals.</p>,,235001,Campground
26,<p>A good area for riparian wildlife along the river and forest birding. Some small mammals frequent the campsites.</p>,,235001,Campground
109,<p>Campground on the edge of the Trinity Alps Wilderness with horse corrals. The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.</p>,,235001,Campground
9,<p>Campground with corrals that serves as a staging area for wilderness trips into the Marble Mountains.</p>,,235004,Campground
14,"The Lover's Camp Trailhead is the starting point for popular hikes to Marble Valley, Sky High Lakes, Red Rock Valley, Little Elk Lake and Deep Lake.  The Canyon Creek Trail takes day hikers to Marble Valley.  This hike is 9 miles round trip or just enjoy the first mile or two up Canyon Creek.  Day hikers be sure to park in area designated and not in campsites.",,235004,Campground
15,<p>Campground with corrals that serves as a staging area for wilderness trips into the Marble Mountains. There is overnight horse camping and day use parking for trailers. The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.</p>,,235004,Campground
109,<p>Campground with corrals that serves as a staging area for wilderness trips into the Marble Mountains. The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.</p>,,235004,Campground
9,,,235005,Facility
15,,,235005,Facility
20,,,235005,Facility
26,,,235005,Facility
106,,,235005,Facility
109,,,235005,Facility
26,A good area for riparian wildlife.,,235013,Facility
26,A good area for riparian wildlife.,,235015,Facility
26,A good area for riparian wildlife.,,235016,Facility
26,A good area for riparian wildlife.,,235018,Facility
26,A good area for riparian wildlife.,,235019,Facility
26,A good area for riparian wildlife.,,235020,Facility
26,A good area for riparian wildlife.,,235021,Facility
26,A good area for riparian wildlife.,,235022,Facility
26,<p>A good area for riparian wildlife.</p>,,235023,Facility
106,"<p>Swimming, wading and water play off the gravel bar on the Scott River.</p>",,235023,Facility
26,A good area for riparian wildlife.,,235024,Facility
26,A good area for riparian wildlife.,,235025,Facility
26,A good area for riparian wildlife.,,235026,Facility
26,A good area for riparian wildlife.,,235027,Facility
26,A good area for riparian wildlife.,,235029,Facility
14,The Pacific Crest Trail crosses County Road 1C01 at Etna Summit (5960').  The trail heads north into the Marble Mountain Wilderness and south into the Russian Wilderness.,,235032,Facility
14,The Shackleford Creek trail begins here.  Stock water and corrals are available at the trailhead.  This trail goes to Log Lake and Campbell Lake but has no direct connection to the PCT.,,235034,Facility
14,"About 1.5 miles south of Etna Summit is the turn off for Forest Service Road 41N18 to the Taylor Lake Trailhead at 6400'.  The trail to the lake is an easy walk.  It has been designed to accommodate families with young children, elderly less-mobile visitors and those physically challenged. Wheelchairs are permitted in the wilderness; those with wider tires are recommended as the trail surface is packed earth and the gradient is 1% to 2%.  Taylor Lake is heavily used.  Fishing for eastern brook trout is best early and late in the season.  There is a lateral trail that connects with the PCT.",,235042,Facility
14,The Pacific Crest Trail crosses Callahan Cecilville Road here at Carter Meadows Summit.  Head north for the Russian Wilderness and southeast to the Trinity Alps Wilderness and eventually the Shasta National Forest.  There are many side trails for day hikes and beautiful mountain lakes to visit along the way.,,235043,Facility
15,The Forest Service requests and recommends bringing certified weed free feed for horses entering the wilderness.,,235050,Facility
109,,,235050,Facility
9,,,235060,Facility
20,,,235060,Facility
23,,,235060,Facility
26,"Good area for birding, deer and an occasional bear.",,235060,Facility
15,,,235061,Facility
20,"<p>The Four Corners Picnic area has 5 picnic sites.&nbsp; This area doubles in winter as a snowmobile staging area for trips into the Mococ, Shasta Trinity and Klamath National Forests.</p>",,235061,Facility
26,"<p>Good area for birding, deer and an occasional bear.</p>",,235061,Facility
5,,,235068,Facility
6,"<p>With an ever-increasing demand on Utah's limited number of rivers, lakes, and reservoirs, boaters must use their water recreation resources wisely. Check the <a href=""http://stateparks.utah.gov/boating"">Utah State Boating website</a> for more information.</p>",,235068,Facility
9,,,235068,Facility
10,,,235068,Facility
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235068,Facility
14,,,235068,Facility
15,"<p>Virtually all forests in the Intermountain Region require certified weed-free hay. You can contact your <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=FSM9_019929"">local forest service office</a> if you have questions.</p>",,235068,Facility
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235068,Facility
18,"<p>	The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=stelprdb5069096"">official Motor Vehicle Use Map (MVUM)</a> dated June 2013.</p>",,235068,Facility
20,,,235068,Facility
23,,,235068,Facility
24,,,235068,Facility
26,,,235068,Facility
30,,,235068,Facility
109,"<p>Virtually all forests in the Intermountain Region require certified weed-free hay. You can contact your <a href=""https://www.fs.usda.gov/detail/fishlake/?cid=FSM9_019929""><font size=""2"">local forest service office</font></a> if you have questions.</p>",,235068,Facility
9,,,235069,Facility
14,,,235069,Facility
18,,,235069,Facility
20,,,235069,Facility
5,,,235070,Facility
6,"<p>Check the <a href=""http://stateparks.utah.gov/boating"">Utah State Boating website</a> for more information on boating in Utah.</p>",,235070,Facility
9,,,235070,Facility
10,,,235070,Facility
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah  Division of Wildlife website</a> for more information on fishing in  Utah, along with where to purchase fishing licenses.</p>",,235070,Facility
14,,,235070,Facility
15,,,235070,Facility
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235070,Facility
18,"<p>The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p><p>The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://stateparks.utah.gov/ohv/reciprocity"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a &quot;Non-Resident Permit&quot;.</p><p><a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full"">Help prevent soil erosion and resource damage.</a></p>",,235070,Facility
20,,,235070,Facility
23,,,235070,Facility
26,"<p>Look to see how many varities of wildlife you can see.&nbsp; Remember, you are visiting their home so be polite and don't litter or disturb the wildlife.</p>",,235070,Facility
30,,,235070,Facility
109,,,235070,Facility
9,,,235073,Facility
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235073,Facility
14,,,235073,Facility
15,,,235073,Facility
18,"<p>The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p><p>The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://stateparks.utah.gov/ohv/reciprocity"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a &quot;Non-Resident Permit&quot;.</p><p><a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full"">Help prevent soil erosion and resource damage.</a></p>",,235073,Facility
20,,,235073,Facility
26,"<p><br />Look to see how many varities of wildlife you can see.&nbsp; Remember, you are visiting their home so be polite and don't litter or disturb the wildlife.</p>",,235073,Facility
30,,,235073,Facility
5,<p>Very scenic area for mountain biking.</p>,,235079,Facility
14,,,235079,Facility
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235079,Facility
18,"<p>The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full""><font size=""2"">official Motor Vehicle Use Map (MVUM)</font></a> dated August 2007.</p><p><a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full""><font size=""2"">Help prevent soil erosion and resource damage.</font></a></p>",,235079,Facility
20,,,235079,Facility
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235082,Facility
5,<p>Mountain&nbsp;Biking</p>,,235084,Facility
14,<p>Day hiking on multiple horse and foot trails.</p>,,235084,Facility
15,<p>Multiple horse and foot trails in the area.</p>,,235084,Facility
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235084,Facility
26,"<p>Look to see how many varities of wildlife you can see along this high elevation trail system.&nbsp; Remember, you are visiting their home so be polite and don't litter or disturb the wildlife.</p>",,235084,Facility
4,"<p>	Fishlake Scenic Byway (U-25) begins at the junction of U-24 and ends at the junction of U-72.&nbsp; Scenic sites include Fish Lake, the Fish Lake Lodge, Johnson Valley Reservoir, Zedd&#39;s Meadow and Mill Meadow Reservoir.&nbsp; Approximate driving time is one hour.&nbsp; Visitors will want to keep their cameras loaded and ready for snapshops of panoramic views and frequent wildlife sightings.</p>",,235086,Facility
9,<p>Campground camping</p>,,235091,Campground
14,,,235091,Campground
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235091,Campground
18,"<p>	The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full"">official Motor Vehicle Use Map (MVUM)</a> dated June 2013.</p><p>	<a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full"">Help prevent soil erosion and resource damage.</a></p><p>	The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://stateparks.utah.gov/resources/off-highway-vehicles/ohv-registration-and-permits/"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a &quot;Non-Resident Permit&quot;.</p>",,235091,Campground
20,<p>Picnic areas.</p>,,235091,Campground
24,,,235091,Campground
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235094,Facility
18,"<p>	The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p><p>	The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://www.stateparks.utah.gov/ohv/out-of-state-registration"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a &quot;Non-Resident Permit&quot;.</p><p>	<a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full"">Help prevent soil erosion and resource damage.</a></p>",,235094,Facility
5,<p>Mountain biking.</p>,,235097,Facility
14,<p>Hiking.</p>,,235097,Facility
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235097,Facility
15,<p>Horse riding.</p>,,235115,Facility
18,"<p>	The Fishlake National Forest has completed a route designation process as shown on the <a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5069096&amp;width=full"">official Motor Vehicle Use Map (MVUM)</a> dated August 2007.</p><p>	The State of Utah has a reciprocity ATV/OHV licensing agreement with several other states. <a href=""http://www.stateparks.utah.gov/ohv/out-of-state-registration"">This link shows a list of states that do not have a reciprocity agreement with Utah.</a> If your state is listed here you must purchase a &quot;Non-Resident Permit&quot;.</p><p>	<a href=""https://www.fs.usda.gov/detailfull/fishlake/?cid=stelprdb5125180&amp;width=full"">Help prevent soil erosion and resource damage.</a></p>",,235115,Facility
4,"<p>	Fishlake Scenic Byway (U-25) begins at the junction of U-24 and ends at the junction of U-72.&nbsp; Scenic sites include Fish Lake, the Fish Lake Lodge, Johnson Valley Reservoir, Zedd&#39;s Meadow and Mill Meadow Reservoir.&nbsp; Approximate driving time is one hour.&nbsp; Visitors will want to keep their cameras loaded and ready for snapshops of panoramic views and frequent wildlife sightings.</p>",,235127,Facility
5,,,235138,Campground
9,Campground camping,,235138,Campground
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235138,Campground
14,,,235138,Campground
16,"<p>Area open to hunting during Utah state hunting seasons. See <a href=""http://wildlife.utah.gov/hunting/"">Utah Division of Wildlife website</a> for more information on big game hunting.</p>",,235138,Campground
4,"<p>	<strong>National Scenic Byway 12&nbsp; &nbsp;<em>&quot;A Journey Through Time&quot;&nbsp; </em>All-American Road:</strong>&nbsp; Explore some of the most diverse, remote and ruggedly beautiful landscapes in the country.&nbsp; Travel through the remains of ancient sea beds and across Boulder Mountain, one of the largest high-elevation plateaus in the United States.&nbsp; Because of the high terrain and winding road, the speed limit across Boulder Mountain is 50 mph in the lower elevations and 40 mph in higher elevations.&nbsp; Be sure to plan enough time to view all of the sites at pullouts provided along the way.&nbsp; Most of all - slow down - enjoy the scenery - and have a safe journey!</p>",,235162,Campground
9,Campground camping,,235162,Campground
11,"<p>Check the <a href=""http://wildlife.utah.gov/dwr/fishing/fishing-information.html"">Utah Division of Wildlife website</a> for more information on fishing in Utah, along with where to purchase fishing licenses.</p>",,235162,Campground
14,,,235162,Campground
23,Camping,,235162,Campground
14,,,235209,Facility
15,"<p>	Areas for Horse Riding at Baker Lake / Middle Fork Nooksack</p><ul>	<li>		<a href=""https://www.fs.usda.gov/recarea/mbs/recreation/recarea/?recid=17600"">Baker Lake Trail #610</a></li>	<li>		<a href=""https://fs.usda.gov/recarea/17604"">Bell Pass Trail #603.3</a></li>	<li>		<a href=""https://fs.usda.gov/recarea/17612"">Elbow Lake Trail #697</a></li>	<li>		<a href=""https://fs.usda.gov/recarea/17616"">Park Butte Trail #603</a></li>	<li>		<a href=""https://fs.usda.gov/recarea/17620"">Ridley Creek Trail #696</a></li>	<li>		Mt. Baker National Recreation Area<br />		&nbsp;</li></ul>",,235209,Facility
109,"<p>	Areas for Horse Camping at Baker Lake / Middle Fork Nooksack</p><ul>	<li>		<a href=""https://www.fs.usda.gov/recarea/mbs/recreation/recarea/?recid=17600"" name=""undefined"">Baker Laker Trail #610</a><span style=""display: none"">&nbsp;</span></li>	<li>		<span style=""display: none""><a href=""https://www.fs.usda.gov/recarea/mbs/recreation/recarea/?recid=17604"">Bell Pass Trail #603.3</a> (Mazama Camp)</span></li>	<li>		Mt. Baker National Recreation Area</li></ul>",,235209,Facility
4,,,235212,Facility
5,,,235212,Facility
9,,,235212,Facility
11,,,235212,Facility
14,,,235212,Facility
15,,,235212,Facility
20,,,235212,Facility
26,,,235212,Facility
20,"<p>There are 16 picnic sites with grills or fire pits, and a sandy beach on the west end of the picnic area. This area was a railroad stop during the gold mining era of the 1890&rsquo;s.</p>",,235232,Facility
20,,,235233,Facility
4,<br />,,235239,Facility
5,,,235239,Facility
9,,,235239,Facility
10,,,235239,Facility
14,,,235239,Facility
15,,,235239,Facility
20,,,235239,Facility
5,,,235245,Campground
9,,,235245,Campground
14,,,235245,Campground
