AttributeID,AttributeName,AttributeValue,EntityID,EntityType
21,Distance (miles),1,161,Tour
43,Important Information,"Be prepared to walk in soft sand and in water. Minimum age 12. Program may be cancelled during extreme heat or humidity, electrical storms, or other hazardous conditions. Check the local weather the day before the tour.  Call the visitor center at 508-255-3421 x O prior to 4 PM the day before the tour for additional information or alerts. ",161,Tour
49,Long Description,"Offered at 7:30 AM on Thursdays in July and August in Eastham. 1.5 hours. Learn the basics of saltwater fishing and practice the skill, but donnot expect to bring home supper! No fishing license required. Meet at the Coast Guard station, Coast Guard Beach, at the end of Doane Road, Eastham. No program August 25. <br/><br />Reservations for this program are taken no more than one week in advance beginning at 10 AM. Organized groups of more than 8 people may not register.",161,Tour
66,Physical Effort,Moderate,161,Tour
95,Tour Days / Hours Description,7:30 a.m. Thursdays,161,Tour
96,Tour Days of Week,Thursday,161,Tour
19,Directions To Tour,"8/16/14, Bound Brook Island<br />Follow Route 6 to Wellfleet. Turn onto Briar Lane (across from the Outer Cape Health Center and just south of Moby Dicks Restaurant). Cross Main Street (veering slightly to the left) onto Holbrook Avenue. In 50 yards turn right onto Chequessett Neck Road. In .5 miles you will veer to the left to stay on Chequessett Neck Road. In .3 miles merge to the right and remain on Chequessett Neck Road. Follow Chequessett Neck Road for 1.5 miles and turn right onto Griffin Island Road (at triangle in the road). Follow Griffin Island Road for 1 mile to the Duck Beach Parking Lot.",163,Tour
21,Distance (miles),6,163,Tour
43,Important Information,"Hikes are fast-paced and moderate to strenuous. There are no restrooms or drinking water available at meeting locations or on hike routes. Program may be cancelled during extreme heat or humidity, electrical storms, or other hazardous conditions. Check the local weather the day before the tour. Call the Province Lands Visitor Center at 508-487-1256 prior to 4 PM the day before the tour for additional information or alerts. ",163,Tour
49,Long Description,"Offered at 9 AM on Saturday August 16, 2014. 2-4 hours, 4-6 miles.  Wake up early and join a ranger for an energetic hike off the beaten path and into some unique and secluded places. This hike is paced for a cardiovascular workout and may be strenuous. Wear good walking shoes, bring water, sunscreen, a hat, and insect repellent. Pets are not permitted. Destinations vary weekly.  Reservations for this program are taken up to 7 days in advance, beginning at 10 AM on the first day, available 24 hours the remaining days, ending at midnight the night before the program. The maximum number of people per reservation is 8.  Once the reservation is made, call Province Lands Visitor Center at 508-487-1256 the day before the program prior to 4 PM to see if there are any last-minute changes, or if you have questions.<br /><br /><b>Scroll down for driving directions to tour location.</b>",163,Tour
66,Physical Effort,Strenuous,163,Tour
96,Tour Days of Week,Saturday,163,Tour
19,Directions To Tour,"Meet at the Salt Pond Visitor Center, 50 Nauset Road, Eastham.",164,Tour
21,Distance (miles),1,164,Tour
43,Important Information,"Participants should wear closed-toed shoes that can get wet. Program may be cancelled during extreme heat or humidity, electrical storms, or other hazardous conditions. Check the local weather the day before the tour.  Call the visitor center at 508-255-3421 x O prior to 4 PM the day before the tour for additional information or alerts. ",164,Tour
49,Long Description,"Offered on Wednesdays and Thursdays in July and August 2017 in Eastham.  1.5 hours, 1 mile.  Wade into the tidal flats of Salt Pond with seine and dip nets to discover many of the hidden animals found in this intertidal habitat. Wear footwear (required) that can get wet.<br><br>  Wednesdays: <br><br>7/5: no program<br>7/12: 11 AM<br>7/19: 4 PM<br>7/26: 10:30 AM<br>8/2: 4:30 PM<br>8/9: 9:30 AM<br>8/16: 3 PM <br>8/23: 9:30 AM<br>8/30: 3 PM<br><br>Thursdays:  <br><br>     7/6: No program<br>7/13: 11 AM<br>7/20: 5 PM<br>7/27: No program<br>8/3: 5 PM<br>8/10: 10 AM<br>8/17: 3:30 PM<br>8/24: 9:30 AM<br>8/31: 4 PM<br><br /><br />Reservations for this program are taken no more than one week in advance beginning at 10 AM. Organized groups of more than 8 people may not register. Check at the visitor center 508-255-3421 ext 0 to see if same day reservations are available.",164,Tour
66,Physical Effort,Easy,164,Tour
95,Tour Days / Hours Description,Tuesdays and Wednesdays in July and August <br />,164,Tour
96,Tour Days of Week,Wednesday,164,Tour
3,Amenities,Restrooms and drinking water are available. Limited parking is available at the beach. ,165,Tour
19,Directions To Tour,"Nauset Light Beach, Eastham. Route 6 to Eastham, MA. Turn onto Nauset Road. Remain straight onto Doane Road. Turn left onto Ocean View Drive. Park at Nauset Light Beach. Meet the ranger at the bathhouse.",165,Tour
21,Distance (miles),0,165,Tour
43,Important Information,"Program may be cancelled during extreme heat or humidity, electrical storms, or other hazardous conditions. Check the local weather the day before the tour. Call the visitor center at 508-255-3421 x O prior to 4 PM the day before the tour for additional information or alerts. ",165,Tour
49,Long Description,"Offered at 7:30 AM on Saturdays in July and August, 2017 at Nauset Light Beach, Eastham. 1-1/4 hours. Stretch the body and spirit in the most serene of settings! Cape Cod National Seashores Yoga on the Beach programs are a unique opportunity to join a skilled ranger and certified yoga instructor for an interdisciplinary class geared to all levels. Held in the cool morning air at the edge of the sea, its sure to deepen your experience in multiple ways. Meet in the parking lot at Nauset Light Beach, at the intersection of Ocean View Drive and Cable Road, Eastham. No program 8/19.  <br /><br />Reservations for this program are taken no more than one week in advance beginning at 10 AM. Organized groups of more than 8 people may not register. ",165,Tour
66,Physical Effort,Moderate,165,Tour
95,Tour Days / Hours Description,Saturdays,165,Tour
96,Tour Days of Week,Saturday,165,Tour
19,Directions To Tour,"<b>Parking:</b><p>Registered participants will be able to park behind the Visitor Center, near the picnic area. You will receive a specialized gate code valid only for that evening so that you may have access to your vehicle throughout the program.<p><p><b>Meeting Place:</b><p>All participants will meet in the picnic area behind the visitor center.<p>Tumaccori National Historical Park<br>1891 East Frontage Road<br>Tumaccori, AZ 85640<br><p><b>Depature Time:</b><p>All activities conclude by 8:30 a.m. the following morning. Participants are welcome to explore the mission grounds on their own at this point.",166,Tour
43,Important Information,"<p><b>Sleeping:</b><p>Participants will sleep in their own sleeping bags/bedding on park-supplied mats in one of two locations:<li> Inside the mission church<li> Outside the museum entrance on the back patio<p><p><b>Meals:</b><p>The program fee includes a full dinner, evening snack, and hot breakfast prepared fresh and on-site by one of our cultural demonstrators.The menu is based on traditional <I>vaquero</i> or cowboy food, so if you have any dietary restrictions or allergies, please let us know ahead of time so that we can be sure to have appropriate food available.<p><p><b>Considerations for families with young children:</b><p>This program is oriented for families of all configurations. There are no age restrictions, but we do ask that you consider how your family members may cope with rustic camping arrangements such as:<li> Sleeping on hard and/or even surfaces<li> Sleeping in close quarters with other families<li> Sharing limited bathroom space with others<li> Walking from the church to the restrooms (about 100 yards) at night.In addition, we expect <l>all</l> family members to fully participate in the groups activities. Adults are responsible for modeling excellent behavior and managing younger family members. Consider whether the members of your party are capable of sharing a group experience responsibly while taking care of fragile park resources.<p><p><b>Safety Information:</b><p><li>Park rangers trained in emergency medicine will be on duty throughout the evening. Other emergency responders are minutes away.<li>If you have an emergency during your sleepover, contact one of the rangers or dial 911.<li>If you have medication that needs to be refrigerated, please let us know upon your arrival.<li>If you have any other medical concerns, please do not hesitate to contact us prior to the sleepover at (520) 377-5064.<li>For your safety and the protection of fragile park resources, we ask all participants to stay with the group<p><p><b>What to Bring:</b><p><li>Comfortable, layered clothing and closed-toe shoes.<li>Umbrella and/or rain gear.<li>Something comfortable and family-appropriate to sleep in. Temperatures will likely be in the 70s.<li>A pillow<li>A sleeping bag or sheet/blanket to sleep in. (We will provide sleeping pads and historically appropriate scratchy wool blankets!)<li>Toothbrush and other toiletries and personal items. There are no showers here.<li>Refillable water bottle.<li>Flashlight<li>Camera (optional)<p><p><b>What <I>Not</I> to Bring:</b><p><li>Extra food or beverages unless specific arrangements have been made in advance.<li>Metal-framed cots or elevated beds<li>Firearms<li>Pets<li>Non-registered extra guests<li>Amplified music",166,Tour
49,Long Description,"The year is 1916 and a group of ranger recruits gather in Tumacacoris picnic area to receive instruction. The agenda includes checking on reports of a cow loose in the mission grounds, locating and documenting archeological artifacts, conducting a night patrol by candle light, and consuming the all-important evening meal. The evening winds down with live music and campfire treats before the recruits curl up on their bedrolls to spend the night under the stars or sheltered by adobe ruins. <p>The immersive Family Sleepover experience includes period costuming, equipment, and story-telling. Participants sign on to protect the ruined mission church overnight, just like rangers of the nascent National Park Service 100 years ago. Unlike their historic predecessors, however, these campers will depart by 8:30 a.m. having left no evidence of their overnight stay. <p>Registration first-come, first-served and space will be limited. A $20 charge applies to each adult participation ($10 for children under the age of 16) and includes entrance to the park, dinner, breakfast, and all activities. To learn more about this unique opportunity, call (520) 377-5060 or visit <a href=http://www.nps.gov/tuma/planyourvisit/family-sleepover.htm>http://www.nps.gov/tuma/planyourvisit/family-sleepover.htm</a>.",166,Tour
66,Physical Effort,Easy,166,Tour
96,Tour Days of Week,Saturday,166,Tour
1,Accessibility,"The Pearl Harbor Visitor Center has reserved accessible parking in the front lot. The restrooms, theater, exhibit galleries, bookstore, information desks, drinking fountains, Navy shuttle boats, and USS <i>Arizona</i> Memorial are all fully-accessible to visitors in wheelchairs.<br><br>For visitors with hearing impairments, the documentary shown in the theater is fully-captioned (in English).There is an induction loop for use with hearing aids. Visually-impaired visitors will find signage in braille in addition to tactile models of various interpretive resources throughout the site.",17,Tour
43,Important Information,"<b>Restrooms</b><br>There are no public restroom facilities available once the tour begins, so visitors are encouraged to use the facilities at the visitor center before meeting at the theater.<br><br><b>Food and Beverage</b><br>Other than clear bottled water, no food or drinks are allowed in the theater, on the shuttle boats, or at the USS <i>Arizona</i> Memorial. <br><br><b>For more information on planning a school group visit, please visit <a href= http://www.nps.gov/valr/forteachers> http://www.nps.gov/valr/forteachers </a>.</b>",17,Tour
49,Long Description,"Educational School Tours are offered on Mondays, Wednesdays and Fridays at 10 a.m. and 1 p.m. The visitor center is closed on Thanksgiving, Christmas, and New Years Day. Bona fide educational institutions may reserve tickets and arrange a waiver for the convenience fee.<br>School Group bookings can be made by contacting the visitor center at:  NPS_VALR_education@NPS.gov. <br><br>Below is a sample timeline for a school group visit:<br><br><i>Sample 2.5-Hour Visit Timeline</i><br><br><table border=1 bordercolor=black width=450 cellpadding=1 cellspacing=1><col width=85 /><tr><td align=center>9:00</td><td>Students and chaperones arrive, take lunches to Education Building for storage, take any teacher or chaperone bags to be checked and tagged by security.</td></tr><tr><td align=center>9:05-9:15</td><td>Welcome and opening session by NPS Staff* (Lanai behind EDU building)</td></tr><tr><td align=center>9:15-9:45</td><td>Students look through exhibit galleries, completing Junior Ranger Scavenger Hunts if desired</td></tr><tr><td align=center>9:45-9:55</td><td>Last-chance restroom and water break</td></tr><tr><td align=center>9:55</td><td>Line up at theater</td></tr><tr><td align=center>10:00</td><td>Enter theater (seating available in the first 2-3 rows), program begins - watch film and visit USS <i>Arizona</i> Memorial, completing Junior Ranger Scavenger Hunts if desired.</td></tr><tr><td align=center>11:15</td><td>Return to visitor center, meet at Remembrance Circle for closing session</td></tr><tr><td align=center>11:15-11:30</td><td>Closing session with NPS Staff* (Remembrance Circle)</td></tr><tr><td align=center>11:30</td><td>Group breaks for lunch on lanai behind Education Building and/or heads back to the buses for the return trip.</td></tr></table><br><br>*NPS Staff will not always be available, but we will be glad to facilitate opening and closing sessions when possible! You are welcome to use these recommended spaces for your own opening and closings.",17,Tour
66,Physical Effort,Easy,17,Tour
95,Tour Days / Hours Description,"Monday, Wednesday and Friday at 10 am and 1 pm",17,Tour
96,Tour Days of Week,Friday,17,Tour
19,Directions To Tour,"From the park entrance, drive 20 miles (32 km) to the all-way stop on Chapin Mesa. Turn left onto the Mesa Top Loop Road and drive 5 miles (8 km) to Sun Temple Overlook. Drive time from the park entrance is approximately one hour. Meet the ranger for your hike at Sun Temple Overlook no later then 7:45 am. Hikers for Oak Tree House depart promptly at 8:00 am.",170,Tour
21,Distance (miles),1,170,Tour
43,Important Information,"Consider your physical health before joining a hike, especially if you have heart or respiratory problems, or other physical difficulties. Elevations range between 7,000 and 7,500 feet (2134 m and 2286 m) above sea level. You should plan for all weather possibilities because weather conditions are quite variable. Its possible to begin your hike in full sun and end with a thunderstorm or snowstorm. ",170,Tour
49,Long Description,"This 2-hour, 1-mile (1.6 km) round-trip hike is moderately strenuous. Expect a narrow, unpaved, uneven trail, with steps carved into the sandstone, steep drop-offs, and two ladders (4-foot and 15-foot) (1.2 m to 4.6 m). Total elevation change is 200 feet (61 m). In addition to up close views of this extremely fragile site, you will have stunning views of Cliff Canyon, Cliff Palace, and Sun Temple. <br><br>Wear sturdy hiking shoes or boots and bring a minimum of 1/2 gallon (2 liters) of water per person. Please do not bring any type of snack or food or sugary drinks. Archeological sites are vulnerable to damage caused by rodents attracted to crumbs and dropped snacks. Shade is very limited, so bring a hat and sunscreen. Consider bringing binoculars and bird books, as well. This hike is appropriate for well-prepared hikers. Children must be able to walk the extent of the trail on their own without difficulty.<br><br> Oak Tree House hike is available from May 22, 2017 to October 14, 2017. Drive time from the park entrance is approximately one hour. Meet the ranger for your hike no later then 7:45 am at Sun Temple Overlook on the Mesa Top Loop. Hikers depart for Oak Tree House promptly at 8:00 am. ",170,Tour
62,Num of Steps,20,170,Tour
66,Physical Effort,Moderately difficult,170,Tour
95,Tour Days / Hours Description,"Monday, Wednesday, Thursdays, Saturdays.",170,Tour
96,Tour Days of Week,Saturday,170,Tour
19,Directions To Tour,The tour is located at Blanchard Springs Caverns.,172,Tour
21,Distance (miles),0.75,172,Tour
43,Important Information,"Tours are limited to 10 people per tour. Reservations are required for this tour. We must have at least seven people registered for this tour to happen. Please arrive at the Visitor Center at 12:30, and be prepared to spend the entire time in the Caverns. No refunds and no other discounts, including interagency passes and/or annual passes. No food, drink, or tobacco products allowed on tour. There are no restrooms underground.",172,Tour
49,Long Description,"The Dripstone Trail Photo Tours allow for the use of time exposures, tripods, and other photo equipment. The tours provide time but not instruction for cave photography. There is no group rate for this tour.",172,Tour
62,Num of Steps,50,172,Tour
66,Physical Effort,Easy,172,Tour
96,Tour Days of Week,Sunday,172,Tour
19,Directions To Tour,The tour is located at Blanchard Springs Caverns.,173,Tour
21,Distance (miles),0.75,173,Tour
43,Important Information,"Tours are limited to 10 people per tour. Reservations are required for this tour. We must have at least seven people registered for this tour to happen.Please arrive at the Visitor Center at 12:30, and be prepared to spend the entire time in the Caverns. No refunds and no other discounts, including interagency passes and/or annual passes. No food, drink, or tobacco products allowed on tour. There are no restrooms underground.",173,Tour
49,Long Description,"The Discovery Trail Photo Tours allow for the use of time exposures, tripods, and other photo equipment. The tours provide time but not instruction for cave photography. There is no group rate for this tour.",173,Tour
62,Num of Steps,200,173,Tour
66,Physical Effort,Moderate,173,Tour
96,Tour Days of Week,Sunday,173,Tour
19,Directions To Tour,"From the park entrance, drive 15 miles (24 km) to the Far View area. Just south of the Far View Lodge, turn west (right, if you are coming from the park entrance) on to the Wetherill Mesa Road Drive. Drive 12 miles (19 km) to the parking lot at the end of the Wetherill Mesa Road. Meet the ranger at the picnic shelter by the restrooms at least 15 minutes advance. Total distance from the park entrance is 27 miles (43 km). Allow an hour and 15 minutes travel time from the park entrance. The group will leave promptly at 9:30 am.<br><br>Vehicles on the Wetherill Mesa Road are restricted to less than 8,000 pounds and 25-feet in length. ",174,Tour
21,Distance (miles),4.5,174,Tour
43,Important Information,"Consider your physical health before joining a hike. Hiking and biking is not recommended for those with heart and respiratory problems, or other physical difficulties. Elevations range between 7,000 and 7,500 feet (2134 m and 2286 m) above sea level. Weather conditions are quite variable. Its possible to begin your hike in full sun and end with a thunderstorm. Plan for all weather conditions. Bring a minimum of 1/2 gallon (1.8 liters) of water per person. Consider bringing binoculars. This hike is appropriate for well-prepared adventurers who can do about five miles of moderate biking and four miles of moderate hiking. There is no age restriction, but please consider your childs endurance level. ",174,Tour
49,Long Description,"This 4.5 hour, 9-mile (14.5 km) adventure is for those seeking an in-depth Mesa Verde experience with a ranger. A bicycle is required for this tour. Bring your own bike or call (970) 529-4631 or visit <a href=http://go.nps.gov/bchikes>http://go.nps.gov/bchikes</a> for information on local bicycle shops that have rentals available. Wear sturdy hiking shoes or boots; bring snacks and a minimum of 1/2 gallon (1.8 liters) of water per person. Shade is very limited, so bring a hat and sunscreen. <br><br>With a ranger, youll bike to several mesa top archeological sites, walk to others, and hike 3 miles (4.8 km) round trip through the pinyon-juniper woodlands for cliff edge views of two intriguing cliff dwellings, Nordenskold #12 and Double House. Bring binoculars to look for rock art! The group will then bike to the Long House trailhead and take a .75 mile (1.2 km) round-trip tour of this Wetherill Mesa gem. The tour concludes at this point and you are free to continue exploring on your own or bike back to the parking lot with the ranger for a well-deserved rest! <br><br>Wetherill Mesa Bike and Hike Adventure is available May 30th, 2018 to September 5th, 2018 on Wednesdays. The hike departs from the Wetherill Mesa parking lot. Meet the ranger at the picnic shelter by the restrooms at least 15 minutes advance. Total distance from the park entrance is 27 miles (43 km). Allow an hour and 15 minutes travel time from the park entrance. The group will leave promptly at 9:30 am.",174,Tour
62,Num of Steps,52,174,Tour
66,Physical Effort,Moderately difficult,174,Tour
95,Tour Days / Hours Description,Wednesdays,174,Tour
96,Tour Days of Week,Sunday,174,Tour
1,Accessibility,None,175,Tour
3,Amenities,Restrooms avialable at the office.,175,Tour
19,Directions To Tour,All tours meet at the Sweet Home Ranger District.,175,Tour
21,Distance (miles),5,175,Tour
43,Important Information,"This hike leave promptly from the ranger district office at scheduled time 9:00 a.m.  Please come prepared for a day in the forest.  Bring lunch, water and appropriate clothing. ",175,Tour
49,Long Description,"Explore what early travel was like in the forest by snowshoeing in the historic Santiam River Area that once linked the Willamette Valley to eastern Oregon. The exact route will depend on snow conditions.  Conditions can be difficult, no novices please.   <br /><br />March 2, 2018",175,Tour
62,Num of Steps,0,175,Tour
66,Physical Effort,Moderate,175,Tour
95,Tour Days / Hours Description,3/2/2018,175,Tour
1,Accessibility,None,176,Tour
3,Amenities,Restrooms avialable at the office.,176,Tour
19,Directions To Tour,All tours begin at the Sweet Home Ranger District.,176,Tour
21,Distance (miles),3,176,Tour
43,Important Information,"This hike leave promptly from the ranger district office at scheduled time (0900).  Please come prepared for a day in the forest, lunch, water, appropriate clothes, etc...",176,Tour
49,Long Description,"Take a hike to the edge of the Middle Santiam Wilderness.  Photographers and artists bring your supplies and be prepared to hike in with them.  Enjoy a flowing river, old growth forest, and a swimming hole.<br /><br />September 16, 2016",176,Tour
62,Num of Steps,0,176,Tour
66,Physical Effort,Moderate,176,Tour
95,Tour Days / Hours Description,9/16/2016,176,Tour
1,Accessibility,Accessible restrooms available at the office.,177,Tour
3,Amenities,"classroom indoors, restroom",177,Tour
19,Directions To Tour,Sweet Home Ranger District.,177,Tour
21,Distance (miles),0,177,Tour
43,Important Information,"Starts at 0900.  Bring a lunch, be prepared for a few hours outside and feel free to bring your typical day pack.",177,Tour
49,Long Description,"This eight hour hands-on class is a great way to learn how to stay alive in the woods of Western Oregon. Learn how to start a fire with very little. Gain knowledge and learn skills to save lives. We will be outside of the office half of the day, so dress accordingly.                                                 <br /><br />May 05, 2018<br />September 15, 2018",177,Tour
62,Num of Steps,1000,177,Tour
66,Physical Effort,Easy,177,Tour
96,Tour Days of Week,Saturday,177,Tour
3,Amenities,Restrooms avialable at the office.,178,Tour
19,Directions To Tour,All tours begin at the Sweet Home Ranger District.,178,Tour
21,Distance (miles),10,178,Tour
43,Important Information,"<ul><li>Date: July 10, 2015 <li>Start Time: 8:00 a.m.<li>This hike leaves promptly from the ranger district office at scheduled time.  <li>Please come prepared for a day in the forest, lunch, water, appropriate clothes, etc ... </ul>",178,Tour
49,Long Description,"<b>Date: July 10, 2015 </b> Hike through old growth Douglas-fir forest to subalpine meadows with great views of the Cascade peaks, with a side trip into Heart Lake.",178,Tour
66,Physical Effort,Difficult,178,Tour
95,Tour Days / Hours Description,"July 10, 2015",178,Tour
1,Accessibility,The Theodore Roosevelt Home is wheelchair accessible on first floor only. Visitors unable to enter the Presidents home may view a closed-captioned video at the Old Orchard Museum. There is also a photograph book of the house available for download at: <a href=http://www.nps.gov/sahi/planyourvisit/upload/photobook_forsale_scaled.pdf>http://www.nps.gov/sahi/planyourvisit/upload/photobook_forsale_scaled.pdf</a>,179,Tour
19,Directions To Tour,Paved walk begins behind visitor center and leads to the front door of Theodore Roosevelts Home.,179,Tour
43,Important Information,"Only first floor of Roosevelt home is wheelchair accessible.<br/>Check-in is required at the Visitor Center 30 minutes prior to tour reservation time. Tour tickets will be released if not claimed 15 minutes prior to tour reservation time. There will be no cancellations, tour time changes or refunds issued on day of reserved tour. All sales are final.",179,Tour
49,Long Description,A Guided Tour of Theodore Roosevelts Home provided by park staff or a volunteer. ,179,Tour
62,Num of Steps,300,179,Tour
66,Physical Effort,Moderate,179,Tour
96,Tour Days of Week,Sunday,179,Tour
49,Long Description,"This reservation includes a free, timed <i>USS Arizona</i> Memorial program ticket and an audio headset for the narrated tour. The award-winning narrated tour is the perfect complement for the <i>USS Arizona</i> Memorial program. Headsets are available in the courtyard of the Pearl Harbor Visitor Center. Besides English, the audio tour is also available in French, Japanese, Korean, Mandarin, German, Spanish, Italian, and Russian. ",18,Tour
1,Accessibility,The Theodore Roosevelt Home is wheelchair accessible on first floor only. Visitors unable to enter the Presidents home may view a closed-captioned video at the Old Orchard Museum. There is also a photograph book of the house available at for download at: <a href=http://www.nps.gov/sahi/planyourvisit/upload/photobook_forsale_scaled.pdf>http://www.nps.gov/sahi/planyourvisit/upload/photobook_forsale_scaled.pdf</a>,180,Tour
19,Directions To Tour,A paved walk begins behind the visitor center and leads to front door of Theodore Roosevelts Home,180,Tour
43,Important Information,This tour is for groups of 14 or more. Parties of 8 or fewer should book the Guided Tour of Theodore Roosevelts Home.,180,Tour
49,Long Description,A Guided Tour of Theodore Roosevelts Home provided by park staff or a volunteer for commercial bus or other tour companies.,180,Tour
62,Num of Steps,300,180,Tour
66,Physical Effort,Moderate,180,Tour
96,Tour Days of Week,Sunday,180,Tour
21,Distance (miles),0.6,182,Tour
43,Important Information,"<u><b>Claiming Tour Tickets:</b></u><br />All Ticket holders must check-in at the Oregon Caves Visitors Center Desk no less than 30 minutes prior to the reserved tour time. Allow at least 45 minutes drive time from Cave Junction to the Monument. NO REFUNDS for late arrivals. Parking lot check-in DOES NOT meet reservation check-in requirements.<br /><br /><b>Passes Accepted:</b><br />Only Senior and Access Passes are accepted for 50% off of the card holders Discovery Tour ticket. Annual and Every Kid in a Park Passes are not applicable to tour fees. Passes must be used at the time of purchase, no refunds. Passes and card holders photo ID must be presented at Visitors Center Desk during check-in.<br /><br /><b>Accessibility:</b> Only the first room of the cave is wheelchair accessible. Service animals are not allowed. Please see Health Warning.<br /><br /><b>Health Warning:</b><br />Visitors with known heart or respiratory problems, poor circulation or difficulty walking long distances and negotiating stairs, should carefully consider their limitations. Evacuation from the cave to a hospital for medical attention could take several hours.The Cave is very narrow in some areas and not recommended for those with extreme claustrophobia.<br /><br /><b>Height and Age:</b> Children must be at least 42 inches in height. Small children cannot be carried. Childcare is not available. Children 15 and younger must be accompanied by an adult.<br /><br /><b>Be Prepared:</b><br />The average cave temperature is 44 degrees year-round. Bring warm clothing and close toed shoes with good traction.<br /><br /><b>Drive Time:</b><br />The drive from Cave Junction to the Oregon Caves takes a minimum of 45 minutes. The last several miles are narrow, steep, and winding. Large RVs and Travel Trailers are not recommended. Carsickness is a real possibility. <br /><br /><b>Traveling with Children?</b><br />Children must be at least 42 inches (107 cm) tall and be able to walk the cave route unassisted to go on the full tour of the cave. Children may not be carried through the cave and childcare services are not available. No strollers or infant backpack carriers allowed. There are a variety of activities that children of all ages can participate in, including Junior Ranger programs, a new interactive exhibit, and multiple hiking trails.<br /><br /><b>Do not wear clothes, shoes or other items worn or carried in another cave or mine. </b>Whitenose Syndrome is a fungus that kills 90-95% of bats it encounters. The fungus spreads with spores carried on clothes and other items. Washing detergents do not kill the spores. Wear nothing worn in another cave or mine!",182,Tour
49,Long Description,"Follow your Ranger through the Marble Halls of Oregon on this traditional cave tour. Discover how the geology, fossils, cave life, bats, watershed, old-growth forest, and human history make Oregon Caves significant. Children must be at least 42 inches in height to participate.",182,Tour
62,Num of Steps,500,182,Tour
66,Physical Effort,Moderately Strenuous,182,Tour
96,Tour Days of Week,Sunday,182,Tour
43,Important Information,"<u><b>Claiming Tour Tickets:</b></u><br /><br />All Ticket holders must check-in at the Oregon Caves Visitors Center Desk no less than 30 minutes Prior to the reserved tour time. Allow at least 45 minutes drive time from Cave Junction to the Monument. NO REFUNDS for late arrivals. Parking lot check-in DOES NOT meet reservation check-in requirements.<br /><br /><b>Accessibility:</b> Only the first room of the cave is wheelchair accessible. Service animals are not allowed. Please see Health Warning.<br /><br /><b>Health Warning:</b><br />Visitors with known heart or respiratory problems, poor circulation or difficulty walking long distances and negotiating stairs, should carefully consider their limitations. Evacuation from the cave to a hospital for medical attention could take several hours.<br />The Cave is very narrow in some areas and not recommended for those with extreme claustrophobia.<br /><br /><b>Age Requirement:</b> Children must be 10-years or above for the Candlelight Tour. Child care is not available.<br /><br /><b>Do not wear clothes, shoes or other items worn or carried in another cave or mine. </b>Whitenose Syndrome is a fungus that kills 90-95% of bats it encounters. The fungus spreads with spores carried on clothes and other items. Washing detergents do not kill the spores. Wear nothing worn in another cave or mine!<br /><br /><b>Be Prepared:</b><br />The average cave temperature is 44 degrees year-round. Bring warm clothing and close toed shoes with good traction.<br /><br /><b>Drive Time:</b><br />The drive from Cave Junction to the Oregon Caves takes a minimum of 45 minutes. The last several miles are narrow, steep, and winding. Large RVs and Travel Trailers are not recommended. Carsickness is a real possibility. ",183,Tour
49,Long Description,Experience Oregon Caves lit only by the flicker of candle lanterns on this Historic Ranger guided cave tour! Discover what early explorers of the cave might have experienced as they traveled from room to room. Hear the stories of early exploration and marvel at the caves geology by the glow of your lantern. Children must be a minimum of 10 years of age and be accompanied by an adult for this tour.,183,Tour
62,Num of Steps,100,183,Tour
66,Physical Effort,Moderately Strenuous,183,Tour
3,Amenities,"We Provide<br><br>Helmet, headlamp, gloves, kneepads, elbow pads, coveralls, and a souvenir bandana will be provided. To protect our bats, no outside cave gear is permitted.<br><br>You Provide<br><br>Participants must provide their own over-the-ankle hiking boots with good traction. Synthetic, layered clothing is recommended for wear under the coveralls we provide. The cave is 44 degrees year round. <br><br>This tour is very strenuous, Stay Hydrated and Eat before this tour!",184,Tour
19,Directions To Tour,"Drive Time:<br><br>The drive from Cave Junction to the Oregon Caves takes a minimum of 45 minutes. The last several miles are narrow, steep, and winding. Large RVs and Travel Trailers are not recommended. Carsickness is a real possibility.  ",184,Tour
21,Distance (miles),1,184,Tour
43,Important Information,"<u><b>Claiming Tour Tickets:</b></u><br /><br />All Ticket holders must check-in at the Oregon Caves Visitors Center Desk no less than 30 minutes prior to the reserved tour time. Allow at least 45 minutes drive time from Cave Junction to the Monument. NO REFUNDS for late arrivals. Parking lot check-in DOES NOT meet reservation check-in requirements.<br /><br /><b>Mobility Limitations:</b> This is an intense tour both physically and mentally. You will be squeezing through tight openings, and descending over uneven surfaces that require upper body strength and good balance. This tour is not recommended for persons with a history of heart, respiratory, back, shoulder, knee issues, or claustrophobia.<br /><br /><b>Age Requirement:</b> Youth must be age 15 and above and accompanied by a parent. <br /><br /><b>Required Gear:</b> You must bring your own ankle-high hiking boots with good traction. <b>Failure to provide proper footwear could result in denied cave entry.</b><br /><br /><b>Do not wear clothes, shoes or other items worn or carried in another cave or mine.</b> Whitenose Syndrome is a fungus that kills 90-95% of bats it encounters. The fungus spreads with spores carried on clothes and other items. Washing detergents do not kill the spores. Wear nothing worn in another cave or mine!<br /><br /><b>Tour Preview here:</b> <a href=http://www.nps.gov/orca/planyourvisit/off-trail-caving-tours.htm>http://www.nps.gov/orca/planyourvisit/off-trail-caving-tours.htm</a> <br /><br />",184,Tour
